r,Nesar,28,,32.81768,50.424258
it,macchia,Macchia,01,,42.566667,13.5
it,macchia,Macchia,15,,37.566667,15.166667
it,macchiareddu,Macchiareddu,14,,39.224444,9.0225
it,macchiascandona,Macchiascandona,16,,42.8,10.983333
it,macchiatornella,Macchiatornella,01,,42.616667,13.45
it,macchia valfortore,Macchia Valfortore,11,,41.6,14.916667
it,macchiavella,Macchiavella,05,,44.966667,11.9
it,macchia vomano,Macchia Vomano,01,,42.566667,13.5
it,macchie di monte,Macchie di Monte,13,,40.883333,17.3
it,macchie,Macchie,10,,42.9,13.183333
it,macchie,Macchie,13,,41.133333,16.766667
it,macchie,Macchie,18,,43.05,12.066667
it,macchina tassi,Macchina Tassi,20,,45.166667,12.033333
it,maccione,Maccione,16,,43.816667,11.15
it,macello,Macello,06,,45.633333,13.8
it,macenano,Macenano,18,,42.65,12.816667
it,macerata campania,Macerata Campania,04,,41.066667,14.266667
it,macerata feltria,Macerata Feltria,10,,43.8,12.433333
it,macerata,Macerata,10,40893,43.3,13.45
it,macerata,Macerata,16,,43.65,10.5
it,macere,Macere,07,,41.75,12.866667
it,macereto,Macereto,10,,42.966667,13.1
it,macereto,Macereto,16,,43.15,11.283333
it,macereto,Macereto,18,,43,12.133333
it,macerino,Macerino,18,,42.666667,12.6
it,macerone,Macerone,05,,44.16,12.331111
it,macialla,Macialla,16,,43.383333,11.316667
it,maciano,Maciano,10,,43.85,12.283333
it,maciolla,Maciolla,10,,43.716667,12.6
it,mackovlje,Mackovlje,06,,45.589167,13.839444
it,macomer,Macomer,14,11796,40.266667,8.783333
it,macri,Macri,03,,38.716667,16.366667
it,macugnaga,Macugnaga,12,,45.966667,7.966667
it,maddalenedda,Maddalenedda,14,,39.15,9.016667
it,maddaloni,Maddaloni,04,38099,41.033333,14.383333
it,madeago,Madeago,20,,46.115833,12.234167
it,maderno,Maderno,09,,45.633333,10.583333
it,madesimo,Madesimo,09,,46.433333,9.35
it,madia,Madia,03,,39.116667,16.766667
it,madice,Madice,17,,46.016667,10.833333
it,madignano,Madignano,09,,45.333333,9.716667
it,madonna dei ponticelli,Madonna dei Ponticelli,05,,44.816667,10.95
it,madonna dei prati,Madonna dei Prati,05,,44.516667,11.2
it,madonna del bosco,Madonna del Bosco,05,,44.55,12.083333
it,madonna del carmine,Madonna del Carmine,01,,42.233333,14.35
it,madonna del carmine,Madonna del Carmine,20,,45.95,12.066667
it,madonna del grazio,Madonna del Grazio,05,,44.481111,12.018333
it,madonna della catena,Madonna della Catena,03,,38.033333,16.133333
it,madonna della comuna,Madonna della Comuna,09,,45.083333,11.183333
it,madonna della costa,Madonna della Costa,09,,45.866667,9.666667
it,madonna dell'acqua,Madonna dell'Acqua,16,,43.733333,10.383333
it,madonna della losa,Madonna della Losa,12,,45.116667,7.033333
it,madonna della neve,Madonna della Neve,05,,44.783333,11.633333
it,madonna della pace,Madonna della Pace,09,,46.533333,10.15
it,madonna della provvidenza,Madonna della Provvidenza,05,,44.55,11.1
it,madonna della quercia,Madonna della Quercia,07,,42.416667,12.1
it,madonna dell'arco,Madonna dell'Arco,04,,40.866667,14.383333
it,madonna della scala,Madonna della Scala,12,,45,7.783333
it,madonna del piano,Madonna del Piano,05,,43.9,12.533333
it,madonna del pino,Madonna del Pino,05,,44.266667,12.316667
it,madonna del prati,Madonna del Prati,05,,44.516667,11.2
it,madonna del rio,Madonna del Rio,18,,42.583333,12.616667
it,madonna del soccorso,Madonna del Soccorso,09,,46.516667,10.183333
it,madonna del trezzo,Madonna del Trezzo,08,,44.166667,9.733333
it,madonna di campagna,Madonna di Campagna,08,,43.933333,7.633333
it,madonna di campiglio,Madonna di Campiglio,17,,46.233333,10.816667
it,madonna di fornelli,Madonna di Fornelli,05,,44.2,11.25
it,madonna di loreto,Madonna di Loreto,06,,45.983333,12.916667
it,madonna di mare,Madonna di Mare,03,,39.4,17.116667
it,madonna di passascio,Madonna di Passascio,08,,43.933333,7.65
it,madonna di petralba,Madonna di Petralba,17,,46.383333,11.416667
it,madonna di petrelba,Madonna di Petrelba,17,,46.383333,11.416667
it,madonna di reggio,Madonna di Reggio,08,,44.133333,9.683333
it,madonna di roselli,Madonna di Roselli,07,,41.65,13.716667
it,madonna di san clemente,Madonna di San Clemente,05,,44.716667,11
it,madonna di senales,Madonna di Senales,17,,46.716667,10.866667
it,madonna di tirano,Madonna di Tirano,09,,46.216667,10.15
it,madonna di vallio,Madonna di Vallio,20,,45.637222,12.416111
it,madonna greca,Madonna Greca,03,,38.9,17.1
it,madonna,Madonna,06,,46.224722,13.123056
it,madonna,Madonna,09,,46.15,10.15
it,madonna,Madonna,17,,46.716667,10.866667
it,madonna mora,Madonna Mora,20,,45.483333,12
it,madonna oca,Madonna Oca,05,,44.416667,11.133333
it,madonna passoscio,Madonna Passoscio,08,,43.933333,7.65
it,madonna vergadoro,Madonna Vergadoro,03,,39.233333,17.083333
it,madonnina del renon,Madonnina del Renon,17,,46.6,11.416667
it,madonnina,Madonnina,05,,44.65,10.9
it,madonnina,Madonnina,17,,46.6,11.416667
it,madrisio,Madrisio,06,,45.866111,12.985833
it,maenza,Maenza,07,,41.516667,13.183333
it,maerne,Maerne,20,,45.523056,12.156667
it,maestra,Maestra,05,,44.761944,12.058333
it,maestra,Maestra,20,,44.997778,12.428333
it,maestrazza,Maestrazza,20,,44.988889,12.407778
it,maestrello,Maestrello,18,,43.183333,12.316667
it,mafalda,Mafalda,11,,41.95,14.716667
it,magasa,Magasa,09,,45.783333,10.616667
it,magazzeno,Magazzeno,05,,44.55,12.1
it,magazzini,Magazzini,14,,39.533333,8.45
it,magazzini,Magazzini,16,,42.8,10.35
it,magenta,Magenta,09,23621,45.466667,8.883333
it,maggio,Maggio,09,,45.916667,9.45
it,maggioncalda,Maggioncalda,12,,44.6,9.166667
it,magioncalda,Magioncalda,12,,44.6,9.166667
it,magione,Magione,05,,44.416667,11.566667
it,magione,Magione,18,13326,43.133333,12.2
it,magisano,Magisano,03,,39.016667,16.45
it,magliacane,Magliacane,03,,38.95,16.883333
it,magliana,Magliana,07,,41.833333,12.416667
it,magliana vecchia,Magliana Vecchia,07,,41.833333,12.416667
it,maglianello,Maglianello,07,,42.366667,12.85
it,magliano alpi,Magliano Alpi,12,,44.45,7.783333
it,magliano de' marsi,Magliano de' Marsi,01,,42.083333,13.366667
it,magliano di tenna,Magliano di Tenna,10,,43.133333,13.566667
it,magliano in toscana,Magliano in Toscana,16,,42.6,11.283333
it,magliano,Magliano,01,,42.666667,13.566667
it,magliano,Magliano,04,,40.35,15.233333
it,magliano,Magliano,12,,44.45,7.783333
it,magliano,Magliano,13,,40.333333,18.05
it,magliano,Magliano,16,,44.216667,10.25
it,magliano nuovo,Magliano Nuovo,04,,40.333333,15.25
it,magliano romano,Magliano Romano,07,,42.166667,12.433333
it,magliano sabina,Magliano Sabina,07,,42.366667,12.483333
it,magliano sabino,Magliano Sabino,07,,42.366667,12.483333
it,magliano toscana,Magliano Toscana,16,,42.6,11.283333
it,magliano vetere,Magliano Vetere,04,,40.35,15.233333
it,maglie,Maglie,13,15295,40.116667,18.3
it,magnacavallo,Magnacavallo,09,,45,11.166667
it,magnadola,Magnadola,20,,45.716667,12.6
it,magnago,Magnago,09,,45.583333,8.8
it,magnanella,Magnanella,01,,42.683333,13.633333
it,magnano in riviera,Magnano in Riviera,06,,46.234444,13.178611
it,magnano,Magnano,04,,41.3,14.033333
it,magnano,Magnano,06,,46.234444,13.178611
it,magnano,Magnano,16,,44.166667,10.4
it,magnasco,Magnasco,08,,44.516667,9.4
it,magno,Magno,09,,45.733333,10.183333
it,magnotta,Magnotta,15,,37.95,15.1
it,magomadas,Magomadas,14,,40.266667,8.5
it,magona,Magona,20,,45.083333,11.466667
it,magorano,Magorano,13,,39.883333,18.35
it,magras,Magras,17,,46.35,10.933333
it,magre all' adige,Magre all' Adige,17,,46.283333,11.2
it,magredis,Magredis,06,,46.145556,13.3075
it,magre,Magrè,17,,46.283333,11.2
it,magreta,Magreta,05,,44.6,10.8
it,magugnano,Magugnano,07,,42.516667,12.166667
it,magugnano,Magugnano,20,,45.7,10.766667
it,magugnano-marniga,Magugnano-Marniga,20,,45.7,10.766667
it,maia bassa,Maia Bassa,17,,46.65,11.15
it,maiano,Maiano,06,,46.186667,13.074444
it,maiano,Maiano,10,,43.9,12.183333
it,maiano,Maiano,18,,42.783333,12.716667
it,maiaso,Maiaso,06,,46.421944,12.8975
it,maiatico,Maiatico,05,,44.7,10.2
it,maida,Maida,03,,38.85,16.366667
it,maida marina,Maida Marina,03,,38.866667,16.233333
it,maiera,Maierà,03,,39.716667,15.85
it,maierato,Maierato,03,,38.7,16.183333
it,maiero,Maiero,05,,44.716667,11.833333
it,mailand,Mailand,09,,45.466667,9.2
it,maiola,Maiola,05,,44.483333,10.4
it,maiolati,Maiolati,10,,43.466667,13.1
it,maiolati spontini,Maiolati Spontini,10,,43.466667,13.1
it,maiolo,Maiolo,10,,43.866667,12.3
it,maion,Maion,20,,46.552222,12.125833
it,maiorano di monte,Maiorano di Monte,04,,41.233333,14.3
it,maiori,Maiori,04,,40.65,14.633333
it,mairano,Mairano,09,,45.35,9.066667
it,maisonasse,Maisonasse,19,,45.566667,7.2
it,maisonnette,Maisonnette,19,,45.75,6.966667
it,maissana,Maissana,08,,44.333333,9.516667
it,majorano di monti,Majorano di Monti,04,,41.233333,14.3
it,malacalzetta,Malacalzetta,14,,39.374722,8.5475
it,maladera,Maladera,03,,39.216667,16.8
it,malafesia,Malafesia,20,,45.826111,12.961944
it,malagrotta,Malagrotta,07,,41.883333,12.333333
it,malalbergo,Malalbergo,05,,44.716667,11.533333
it,malamocco,Malamocco,20,,45.372778,12.341944
it,malandre,Malandre,12,,44.3,7.55
it,malandrone,Malandrone,16,,44.016667,10.85
it,malanoce,Malanoce,12,,44.25,7.466667
it,malaventre,Malaventre,16,,43.783333,10.35
it,malborghetto,Malborghetto,06,,46.512778,13.44
it,malborghetto valbruna,Malborghetto Valbruna,06,,46.512778,13.44
it,malcantone,Malcantone,09,,45.016667,11.133333
it,malcesine,Malcesine,20,,45.766667,10.8
it,malchina,Málchina,06,,45.784722,13.656944
it,malchino,Malchino,06,,45.784722,13.656944
it,malcontenta,Malcontenta,20,,45.436667,12.208333
it,malcontento,Malcontento,20,,45.439722,12.205278
it,male,Malè,17,,46.35,10.916667
it,maleo,Maleo,09,,45.166667,9.766667
it,malesco,Malesco,12,,46.133333,8.5
it,maletto,Maletto,15,,37.816667,14.866667
it,malfa,Malfa,15,,38.583333,14.833333
it,malga buse,Malga Buse,17,,45.8,11.166667
it,malga campiluzzi inferiore,Malga Campiluzzi Inferiore,20,,45.85,11.25
it,malga campoluzzo inferiore,Malga Campoluzzo Inferiore,20,,45.85,11.25
it,malga campo paselaro,Malga Campo Paselaro,20,,45.933333,11.366667
it,malga dei dossi,Malga dei Dossi,17,,46.985,12.100278
it,malga dei forni,Malga dei Forni,09,,46.416667,10.55
it,malga del cambio,Malga del Cambio,17,,46.983333,11.466667
it,malga del forno,Malga del Forno,09,,46.416667,10.55
it,malga dell'alpetta,Malga dell'Alpetta,17,,46.766667,11.3
it,malga del palazzo,Malga del Palazzo,17,,45.95,11.15
it,malga di londo,Malga di Londo,20,,46.636389,12.518889
it,malga di montegrande,Malga di Montegrande,17,,46.95,11.566667
it,malga di ronchetto,Malga di Ronchetto,20,,45.95,11.6
it,malga di sesis,Malga di Sesis,20,,46.622778,12.687778
it,malga di valmigna,Malga di Valmigna,17,,46.916667,11.383333
it,malga fiorentina,Malga Fiorentina,20,,46.439167,12.113056
it,malga fossetta,Malga Fossetta,20,,45.983333,11.55
it,malga galmarara,Malga Galmarara,20,,45.95,11.483333
it,malga granezza di gallia,Malga Granezza di Gallia,20,,45.816667,11.533333
it,malga leno,Malga Leno,17,,46,10.483333
it,malga lora,Malga Lora,20,,45.916667,11.6
it,malga mandrielle,Malga Mandrielle,20,,45.966667,11.566667
it,malga palazzo,Malga Palazzo,17,,45.95,11.15
it,malga pasubio di sotto,Malga Pasubio di Sotto,20,,45.783333,11.2
it,malga postesina,Malga Postesina,17,,45.95,11.333333
it,malga pozze,Malga Pozze,20,,45.983333,11.5
it,malga pra della fratta,Malga Pra della Fratta,20,,46.616667,12.616667
it,malga pramarino,Malga Pramarino,20,,46.616667,12.616667
it,malga pudio,Malga Pudio,17,,46.868333,12.246389
it,malga quarazza,Malga Quarazza,17,,46.116667,11.6
it,malga saisera,Malga Saisera,06,,46.453333,13.475833
it,malga zocchi,Malga Zocchi,17,,45.816667,11.133333
it,malga zoochi,Malga Zoochi,17,,45.816667,11.133333
it,malghe di mezzomonte,Malghe di Mezzomonte,17,,46.933333,11.883333
it,malghe podeme,Malghe Podeme,20,,45.683333,11.183333
it,malghe pramarino,Malghe Pramarino,20,,46.616667,12.616667
it,malghera,Malghera,09,,46.333333,10.133333
it,malgrate,Malgrate,09,,45.85,9.366667
it,malignano,Malignano,16,,43.266667,11.233333
it,malinone,Malinone,09,,46.35,9.483333
it,malintrada,Malintrada,20,,45.763889,12.615
it,mali repen,Mali Repen,06,,45.726389,13.763611
it,malisana,Malisana,06,,45.815278,13.262222
it,maliseti,Maliseti,16,,43.9,11.066667
it,malito,Malito,03,,39.15,16.25
it,malles,Málles,17,,46.683333,10.533333
it,malles venosta,Malles Venosta,17,,46.683333,10.533333
it,malmantile,Malmantile,16,,43.75,11.066667
it,malmissole,Malmissole,05,,44.273889,12.0725
it,malnate,Malnate,09,16282,45.8,8.883333
it,malnisio,Malnisio,06,,46.141667,12.628889
it,malo,Malò,15,,38.116667,14.75
it,malo,Malo,20,13107,45.65,11.4
it,malon,Malòn,20,,46.555278,12.401667
it,malonno,Malonno,09,,46.116667,10.3
it,malpaga,Malpaga,20,,45.45,12.15
it,malpasso,Malpasso,15,,37.733333,14.066667
it,malregolata,Malregolata,09,,45,11.066667
it,mals,Mals,17,,46.683333,10.533333
it,maltignano,Maltignano,18,,42.7,13.05
it,malvagna,Malvagna,15,,37.916667,15.066667
it,malva,Malva,16,,43.6,11.583333
it,malvicino,Malvicino,12,,44.55,8.416667
it,malvirino,Malvirino,12,,44.55,8.416667
it,malvito,Malvito,03,,39.6,16.05
it,mama,Mama,20,,45.7,10.9
it,mambrini,Mambrini,05,,44.416667,11.816667
it,mammiano,Mammiano,16,,44.05,10.766667
it,mammola,Mammola,03,,38.366667,16.233333
it,mamoiada,Mamoiada,14,,40.216667,9.283333
it,mamojada,Mamojada,14,,40.216667,9.283333
it,mamone,Mamone,14,,40.566667,9.416667
it,manarola,Manarola,08,,44.1,9.733333
it,manazzons,Manazzons,06,,46.209444,12.910278
it,manca di sopra,Manca di Sopra,02,,40.066667,16.1
it,manciano,Manciano,16,,42.583333,11.516667
it,mancine,Mancine,02,,40.033333,16.166667
it,mancini,Mancini,01,,42.7,13.833333
it,mancini,Mancini,02,,40.033333,16.166667
it,mandanice,Mandanice,15,,38,15.316667
it,mandanici,Mandanici,15,,38,15.316667
it,mandaradoni,Mandaradoni,03,,38.583333,15.966667
it,mandas,Màndas,14,,39.654722,9.125556
it,mandatoriccio,Mandatoriccio,03,,39.466667,16.833333
it,mandela,Mandela,07,,42.033333,12.916667
it,mandello del lario,Mandello del Lario,09,10196,45.9,9.316667
it,mandello,Mandello,09,,45.9,9.316667
it,mandia,Mandia,04,,40.166667,15.25
it,mandra capreria,Mandra Capreria,15,,38.016667,13.583333
it,mandrago,Mandrago,20,,45.583333,10.933333
it,mandra,Mandra,04,,40.733333,13.95
it,mandre,Mandre,20,,45.834722,12.281389
it,mandriagrande,Mandriagrande,03,,39.133333,16.516667
it,mandria,Mandria,04,,40.733333,13.95
it,mandriole,Mandriole,05,,44.556111,12.226389
it,manduria,Manduria,13,30534,40.4,17.633333
it,maneia,Maneia,05,,44.7,9.9
it,maneja,Maneja,05,,44.7,9.9
it,manerbio,Manerbio,09,13349,45.35,10.133333
it,manfredonia,Manfredonia,13,57015,41.633333,15.916667
it,mangia,Mangia,08,,44.25,9.7
it,mangiapane,Mangiapane,15,,38.1,12.7
it,mango,Mango,12,,44.683333,8.15
it,mangone,Mangone,03,,39.2,16.333333
it,maniaglia,Maniaglia,06,,46.264444,13.153611
it,maniago,Maniago,06,12299,46.170556,12.707778
it,manicomio mombello,Manicomio Mombello,09,,45.616667,9.116667
it,manigi,Manigi,18,,42.7,13.083333
it,manocalzati,Manocalzati,04,,40.933333,14.85
it,manoppello,Manoppello,01,,42.25,14.05
it,mansue,Mansuè,20,,45.824722,12.534167
it,manta,Manta,12,,44.616667,7.483333
it,mantignana,Mantignana,18,,43.166667,12.3
it,mantigno,Mantigno,16,,44.116667,11.5
it,mantoue,Mantoue,09,,45.15,10.8
it,mantova,Mantova,09,45959,45.15,10.8
it,mantovana,Mantovana,12,,44.733333,8.616667
it,mantua,Mantua,09,,45.15,10.8
it,manzana,Manzana,20,,45.926667,12.270556
it,manzano,Manzano,06,,45.991667,13.383889
it,manzano,Manzano,16,,43.233333,11.916667
it,manziana,Manziana,07,,42.133333,12.133333
it,manzinello,Manzinello,06,,45.986389,13.346944
it,manzitti,Manzitti,01,,42.566667,13.916667
it,manzoleria,Manzoleria,20,,44.983333,12.366667
it,manzo,Manzo,15,,37.85,12.516667
it,manzoni,Manzoni,05,,44.55,11.933333
it,mapello,Mapello,09,,45.7,9.533333
it,maracalagonis,Maracalagonis,14,,39.287222,9.2275
it,mara,Mara,14,,40.416667,8.633333
it,marana di montereale,Marana di Montereale,01,,42.5,13.216667
it,marana,Marana,01,,42.5,13.216667
it,maranello,Maranello,05,16988,44.533333,10.866667
it,maranise,Maranise,03,,39.016667,16.566667
it,marano di napoli,Marano di Napoli,04,50885,40.9,14.183333
it,marano di valpolicella,Marano di Valpolicella,20,,45.55,10.933333
it,marano equo,Marano Equo,07,,42,13.016667
it,marano lagunare,Marano Lagunare,06,,45.766389,13.169167
it,maranola,Maranola,07,,41.283333,13.616667
it,marano,Marano,01,,42.116667,13.266667
it,marano,Marano,03,,39.316667,16.166667
it,marano,Marano,04,,40.9,14.183333
it,marano,Marano,05,,44.233333,11.033333
it,marano,Marano,06,,45.766667,13.166667
it,marano,Marano,07,,42,13.016667
it,marano,Marano,20,,45.466667,12.108889
it,marano marchesato,Marano Marchesato,03,,39.316667,16.166667
it,marano principato,Marano Principato,03,,39.3,16.166667
it,marano sul panaro,Marano sul Panaro,05,,44.45,10.966667
it,marano ticino,Marano Ticino,12,,45.633333,8.633333
it,marano vicentino,Marano Vicentino,20,,45.683333,11.416667
it,maranza,Maranza,17,,46.816667,11.666667
it,maras,Maras,20,,46.13,12.064444
it,marassino,Marassino,14,,41.216667,9.216667
it,maratea,Maratea,02,,39.983333,15.716667
it,maratello,Maratello,05,,44.168611,12.0625
it,marausa,Marausa,15,,37.933333,12.5
it,marcallo con casone,Marcallo con Casone,09,,45.483333,8.866667
it,marcaria,Marcaria,09,,45.116667,10.533333
it,marcatelli,Marcatelli,20,,45.836667,12.218333
it,marcatobianco,Marcatobianco,15,,37.733333,13.7
it,marcazzo,Marcazzo,15,,37.966667,15.183333
it,marcedusa,Marcedusa,03,,39.033333,16.833333
it,marcellano,Marcellano,18,,42.866667,12.516667
it,marcellina,Marcellina,07,,42.016667,12.8
it,marcellinara,Marcellinara,03,,38.933333,16.5
it,marcetelli,Marcetelli,07,,42.216667,13.033333
it,marche,Marche,20,,45.9,11.9
it,marcheno,Marcheno,09,,45.7,10.216667
it,marchicelli,Marchicelli,03,,39.15,16.5
it,marcialla,Marcialla,16,,43.566667,11.133333
it,marciana,Marciana,16,,42.783333,10.166667
it,marciana marina,Marciana Marina,16,,42.8,10.2
it,marcianise,Marcianise,04,41726,41.033333,14.283333
it,marciano freddo,Marciano Freddo,04,,41.216667,14.333333
it,marciano,Marciano,04,,40.583333,14.333333
it,marciano,Marciano,16,,43.3,11.783333
it,marciaso,Marciaso,16,,44.15,10.083333
it,marcigliana,Marcigliana,07,,42.016667,12.516667
it,marcignana,Marcignana,16,,43.716667,10.883333
it,marcoiano,Marcoiano,16,,44.05,11.3
it,marco,Marco,17,,45.85,11
it,marconcella,Marconcella,05,,44.85,10.833333
it,marcone,Marcone,04,,41.333333,14.666667
it,marcon,Marcon,20,13368,45.564444,12.298889
it,marcottini,Marcottini,06,,45.859722,13.549444
it,mardimago,Mardimago,20,,45.116667,11.833333
it,marebbe,Marebbe,17,,46.716667,11.916667
it,marebello,Marebello,05,,44.047778,12.609722
it,mareit,Mareit,17,,46.9,11.35
it,marendole,Marendole,20,,45.216667,11.716667
it,marene,Marene,12,,44.65,7.733333
it,marengo,Marengo,09,,45.25,10.733333
it,mareno di piave,Mareno di Piave,20,,45.8475,12.354722
it,maresca,Maresca,16,,44.05,10.85
it,mares,Mares,20,,46.1325,12.169444
it,mareson,Mareson,20,,46.393056,12.113333
it,mareta,Mareta,17,,46.9,11.35
it,mareto,Mareto,05,,44.7,9.5
it,marettimo,Marettimo,15,,37.966667,12.066667
it,margarita,Margarita,12,,44.4,7.666667
it,marghera,Marghera,20,,45.451111,12.223889
it,margherie del seu,Margherie del Seu,12,,45.05,6.916667
it,margherita di savoia,Margherita di Savoia,13,12589,41.366667,16.15
it,margherito sottano,Margherito Sottano,15,,37.383333,14.616667
it,margone,Margone,12,,45.216667,7.183333
it,margone,Margone,17,,46.066667,10.95
it,mariae,Mariae,06,,46.266667,12.5
it,marianitto,Marianitto,07,,42.583333,13.166667
it,mariano comense,Mariano Comense,09,21877,45.7,9.183333
it,mariano del friuli,Mariano del Friuli,06,,45.915278,13.460556
it,mariano,Mariano,05,,44.566667,9.816667
it,mariano,Mariano,06,,45.915278,13.460556
it,mariano,Mariano,09,,45.7,9.183333
it,marianopoli,Marianopoli,15,,37.6,13.916667
it,mariglianella,Mariglianella,04,,40.933333,14.433333
it,marigliano,Marigliano,04,31772,40.933333,14.45
it,marignana,Marignana,06,,45.859722,12.801389
it,marignano,Marignano,01,,42.533333,13.25
it,marignano,Marignano,09,,45.35,9.316667
it,marina alta,Marina Alta,10,,43.65,13.333333
it,marina badolato,Marina Badolato,03,,38.566667,16.566667
it,marina d'andora,Marina d'Andora,08,,43.95,8.133333
it,marina d'avola,Marina d'Avola,15,,36.9,15.133333
it,marina dei pioppi,Marina dei Pioppi,04,,40.183333,15.083333
it,marina de pisa,Marina de Pisa,16,,43.666667,10.266667
it,marina di andora,Marina di Andora,08,,43.95,8.133333
it,marina di badolato,Marina di Badolato,03,,38.566667,16.566667
it,marina di belvedere,Marina di Belvedere,03,,39.616667,15.866667
it,marina di bibbona,Marina di Bibbona,16,,43.233333,10.516667
it,marina di bovalino,Marina di Bovalino,03,,38.15,16.183333
it,marina di brancaleone,Marina di Brancaleone,03,,37.966667,16.1
it,marina di camerota,Marina di Camerota,04,,40,15.366667
it,marina di campo,Marina di Campo,16,,42.733333,10.233333
it,marina di caronia,Marina di Caronia,15,,38.033333,14.466667
it,marina di carrara,Marina di Carrara,16,,44.033333,10.033333
it,marina di castagneto carducci,Marina di Castagneto Carducci,16,,43.166667,10.533333
it,marina di castagneto,Marina di Castagneto,16,,43.166667,10.533333
it,marina di catanzaro,Marina di Catanzaro,03,,38.816667,16.6
it,marina di cecina,Marina di Cecina,16,,43.3,10.483333
it,marina di ciro,Marina di Ciro,03,,39.366667,17.133333
it,marina di fuscaldo,Marina di Fuscaldo,03,,39.416667,16.016667
it,marina di ginosa,Marina di Ginosa,13,,40.433333,16.883333
it,marina di gioia tauro,Marina di Gioia Tauro,03,,38.433333,15.916667
it,marina di gioiosa ionica,Marina di Gioiosa Ionica,03,,38.3,16.333333
it,marina di gioiosa jonica,Marina di Gioiosa Jonica,03,,38.3,16.333333
it,marina di gioiosa,Marina di Gioiosa,03,,38.3,16.333333
it,marina di grosseto,Marina di Grosseto,16,,42.716667,10.983333
it,marina di massa,Marina di Massa,16,,44,10.1
it,marina di monasterace,Marina di Monasterace,03,,38.433333,16.566667
it,marina di montemarciano,Marina di Montemarciano,10,,43.65,13.35
it,marina di montignoso,Marina di Montignoso,16,,43.983333,10.133333
it,marina di nicotera,Marina di Nicotera,03,,38.55,15.933333
it,marina di orosei,Marina di Orosei,14,,40.366667,9.716667
it,marina di palizzi,Marina di Palizzi,03,,37.916667,15.983333
it,marina di palma,Marina di Palma,15,,37.166667,13.716667
it,marina di pietrasanta,Marina di Pietrasanta,16,,43.933333,10.2
it,marina di pisa,Marina di Pisa,16,,43.666667,10.266667
it,marina di ragusa,Marina di Ragusa,15,,36.783333,14.55
it,marina di ravenna,Marina di Ravenna,05,,44.477222,12.285833
it,marina di san lorenzo,Marina di San Lorenzo,03,,37.933333,15.85
it,marina di santa croce,Marina di Santa Croce,20,,45.55,12.77
it,marina di sant'angelo,Marina di Sant'Angelo,03,,39.616667,16.633333
it,marina di san vito,Marina di San Vito,01,,42.3,14.433333
it,marina di sellia,Marina di Sellia,03,,38.9,16.733333
it,marina di silvi,Marina di Silvi,01,,42.566667,14.1
it,marina di soverato,Marina di Soverato,03,,38.683333,16.55
it,marina di torre grande,Marina di Torre Grande,14,,39.907778,8.515833
it,marina di vibo valentia,Marina di Vibo Valentia,03,,38.716667,16.116667
it,marina grande di capri,Marina Grande di Capri,04,,40.55,14.233333
it,marina grande,Marina Grande,04,,40.55,14.233333
it,marina,Marina,03,,39.616667,15.85
it,marina,Marina,04,,40.666667,14.733333
it,marina,Marina,05,,44.316667,12.35
it,marina,Marina,15,,37.333333,13.383333
it,marina,Marina,16,,43.166667,10.533333
it,marina,Marina,20,,45.711944,12.9425
it,marina monasterace,Marina Monasterace,03,,38.433333,16.566667
it,marina palmense,Marina Palmense,10,,43.15,13.8
it,marina porto,Marina Porto,13,,39.933333,18.4
it,marina romea,Marina Romea,05,,44.52,12.277778
it,marina san vito,Marina San Vito,01,,42.3,14.433333
it,marina schiavonia,Marina Schiavonia,03,,39.65,16.533333
it,marina sellia,Marina Sellia,03,,38.9,16.733333
it,marina serra,Marina Serra,13,,39.916667,18.4
it,marinella,Marinella,08,,44.05,10.016667
it,marinella,Marinella,15,,37.583333,12.833333
it,marinella,Marinella,20,,45.698611,13.028056
it,marinella selinunte,Marinella Selinunte,15,,37.583333,12.833333
it,marineo,Marineo,15,,37.95,13.416667
it,marini,Marini,20,,45.733333,11.8
it,marin,Marin,20,,45.233333,12
it,marino,Marino,07,32905,41.766667,12.65
it,marino,Marino,10,,42.833333,13.65
it,marins,Marins,06,,46.319444,12.941667
it,mariona,Mariona,20,,45.4,11.1
it,mariondo torinese,Mariondo Torinese,12,,45.033333,7.95
it,mariotta,Mariotta,13,,41.05,16.566667
it,mariotto,Mariotto,13,,41.05,16.566667
it,marischio,Marischio,10,,43.333333,12.866667
it,marittima,Marittima,13,,40,18.4
it,marlengo,Marlengo,17,,46.65,11.15
it,marlia,Marlia,16,,43.9,10.55
it,marliana,Marliana,16,,43.95,10.783333
it,marliano,Marliano,16,,43.733333,11.083333
it,marling,Marling,17,,46.65,11.15
it,marmigliaio,Marmigliaio,16,,43.5,10.466667
it,marmigliajo,Marmigliajo,16,,43.5,10.466667
it,marmi,Marmi,16,,42.766667,10.233333
it,marmirolo,Marmirolo,05,,44.65,10.716667
it,marmirolo,Marmirolo,09,,45.216667,10.75
it,marmore,Marmore,18,,42.55,12.716667
it,marmorta,Marmorta,05,,44.616667,11.716667
it,marnate,Marnate,09,,45.633333,8.9
it,marola,Marola,05,,44.483333,10.483333
it,marola,Marola,20,,45.533333,11.616667
it,marone,Marone,09,,45.733333,10.083333
it,marongiu,Marongiu,14,,39.166667,9.3825
it,maron,Maron,06,,45.9,12.555556
it,marore,Marore,05,,44.766667,10.35
it,marostica,Marostica,20,13401,45.75,11.65
