ro,Rancho El Socorro,10,,24.516667,-103.916667
mz,chefe muanquina,Chefe Muanquina,01,,-13.5158333,39.8491667
mz,chefe muanrima,Chefe Muanrima,07,,-15.0941667,36.6466667
mz,chefe muansava,Chefe Muansava,01,,-13.1333333,39.8786111
mz,chefe muapatcha,Chefe Muapatcha,06,,-13.8786111,39.46
mz,chefe muarria,Chefe Muarria,01,,-13.3925,38.9019444
mz,chefe muatiua,Chefe Muatiua,09,,-16.0841667,37.6213889
mz,chefe muatuca,Chefe Muatuca,01,,-13.1408333,40.0536111
mz,chefe muaua,Chefe Muaua,07,,-14.5072222,36.6491667
mz,chefe muauanha,Chefe Muauanha,06,,-16.6022222,39.0211111
mz,chefe muazua,Chefe Muazua,09,,-16.8175,37.3033333
mz,chefe mubabase,Chefe Mubâbase,04,,-26.4461111,32.8297222
mz,chefe mubangoene,Chefe Mubangoene,03,,-22.9347222,35.3855556
mz,chefe mubecua,Chefe Mubécua,03,,-24.5513889,34.3922222
mz,chefe mucabo,Chefe Mucabo,09,,-16.9730556,38.6761111
mz,chefe mucacata,Chefe Mucacata,09,,-16.9769444,37.0369444
mz,chefe mucaja,Chefe Mucaja,01,,-13.5097222,38.8511111
mz,chefe mucajo,Chefe Mucajo,09,,-15.4916667,36.1027778
mz,chefe mucapane,Chefe Mucapane,04,,-26.075,32.4833333
mz,chefe mucaquiua,Chefe Mucaquiua,06,,-16.0138889,39.7438889
mz,chefe mucar,Chefe Mucar,09,,-16.2583333,37.3436111
mz,chefe mucarro,Chefe Mucarro,07,,-15.4027778,36.0263889
mz,chefe mucasse,Chefe Mucasse,09,,-16.2005556,37.4222222
mz,chefe mucassirima,Chefe Mucassirima,09,,-16.5644444,38.7930556
mz,chefe mucatapeia,Chefe Mucatapeia,06,,-16.3069444,39.4783333
mz,chefe mucatare,Chefe Mucatare,07,,-14.6375,36.9972222
mz,chefe mucaua,Chefe Mucaua,09,,-16.0280556,38.405
mz,chefe mucaveia,Chefe Mucaveia,09,,-16.5261111,39.0205556
mz,chefe muceia,Chefe Muceia,09,,-16.4969444,37.1861111
mz,chefe muchivilive,Chefe Muchivilive,09,,-15.4802778,35.9330556
mz,chefe muchocolote,Chefe Muchocolote,04,,-26.2805556,32.4463889
mz,chefe muchotane,Chefe Muchotane,02,,-24.6133333,34.0947222
mz,chefe mucoco,Chefe Mucoco,03,,-21.7972222,34.1816667
mz,chefe mucoco,Chefe Mucoco,09,,-15.73,35.9102778
mz,chefe mucoe,Chefe Mucoe,09,,-16.2575,37.1291667
mz,chefe mucoia,Chefe Mucoia,09,,-16.3225,37.0252778
mz,chefe mucoila,Chefe Mucoila,06,,-16.7272222,39.1680556
mz,chefe mucole,Chefe Mucole,04,,-26.6011111,32.7275
mz,chefe mucolo,Chefe Mucolo,09,,-16.0069444,37.8780556
mz,chefe mucoma,Chefe Mucoma,07,,-15.2419444,36.2825
mz,chefe muconjo,Chefe Muconjo,03,,-23.1605556,35.1575
mz,chefe mucoque,Chefe Mucoque,02,,-24.9591667,33.2858333
mz,chefe mucovola,Chefe Mucovola,07,,-14.3452778,36.2333333
mz,chefe mucuaiaia,Chefe Mucuaiaia,07,,-14.2875,35.5852778
mz,chefe mucuapa,Chefe Mucuapa,09,,-16.0363889,37.2647222
mz,chefe mucula,Chefe Mucula,09,,-16.5552778,37.0947222
mz,chefe muculama,Chefe Muculama,09,,-16.1316667,37.0538889
mz,chefe mucumbuza,Chefe Mucumbuza,04,,-26.645,32.5263889
mz,chefe mucume,Chefe Mucume,06,,-16.0722222,39.9222222
mz,chefe mucuna,Chefe Mucuna,09,,-16.0508333,37.1469444
mz,chefe mucundica,Chefe Mucundica,07,,-14.9236111,36.2272222
mz,chefe mucunua,Chefe Mucunua,07,,-15.0216667,36.69
mz,chefe mucunua,Chefe Mucunua,09,,-15.2641667,36.6808333
mz,chefe mucunuca,Chefe Mucunuca,06,,-16.3186111,39.675
mz,chefe mucupe,Chefe Mucupe,03,,-23.0333333,35.0216667
mz,chefe mucurrumba,Chefe Mucurrumba,09,,-15.9586111,35.9797222
mz,chefe mudavule,Chefe Mudavule,02,,-22.3377778,32.4147222
mz,chefe mudissa,Chefe Mudissa,04,,-26.3613889,32.6491667
mz,chefe muecua,Chefe Muecúa,07,,-14.6930556,35.9225
mz,chefe muecua,Chefe Muecua,09,,-16.7175,39.0322222
mz,chefe mueiua,Chefe Mueiua,09,,-17.025,38.0855556
mz,chefe muela,Chefe Muela,01,,-13.45,39.8558333
mz,chefe muela,Chefe Muela,07,,-14.8847222,36.2833333
mz,chefe muela,Chefe Muela,09,,-15.5155556,36.2563889
mz,chefe muember,Chefe Muember,07,,-15.4294444,35.8997222
mz,chefe muemela,Chefe Muemela,07,,-14.475,36.8961111
mz,chefe muenda,Chefe Muenda,03,,-24.5283333,34.7891667
mz,chefe muepa,Chefe Muepa,01,,-13.3675,39.5738889
mz,chefe muerranloque,Chefe Muerranloque,01,,-13.7144444,39.3952778
mz,chefe mufucue,Chefe Mufucue,02,,-24.6238889,33.2486111
mz,chefe mugonha,Chefe Mugonha,07,,-14.5366667,36.9205556
mz,chefe muguambi,Chefe Muguambi,03,,-24.4094444,35.1247222
mz,chefe muhelo,Chefe Muhelo,09,,-15.1941667,36.7022222
mz,chefe muhula,Chefe Muhula,09,,-16.5766667,37.2777778
mz,chefe muielega,Chefe Muielega,09,,-16.94,38.8319444
mz,chefe muieva,Chefe Muieva,06,,-16.5791667,39.0175
mz,chefe muimua,Chefe Muimua,09,,-16.0047222,38.5836111
mz,chefe muipo,Chefe Muipo,09,,-17.1586111,38.0619444
mz,chefe muique,Chefe Muique,09,,-17.1466667,38.05
mz,chefe muirruma,Chefe Muirruma,06,,-16.69,39.4
mz,chefe muisse,Chefe Muisse,01,,-13.3327778,40.0630556
mz,chefe muisse,Chefe Muisse,09,,-16.5052778,37.5427778
mz,chefe muissire,Chefe Muissire,02,,-24.9566667,33.3722222
mz,chefe muitane,Chefe Muitane,09,,-16.8602778,37.0252778
mz,chefe muitucula,Chefe Muitucula,09,,-16.73,37.7638889
mz,chefe muituva,Chefe Muituva,01,,-13.0427778,39.9591667
mz,chefe muivia,Chefe Muivia,01,,-13.8047222,38.7944444
mz,chefe mukatxana,Chefe Mukatxana,02,,-23.0363889,32.1508333
mz,chefe mulalene,Chefe Mulalene,02,,-24.9405556,33.03
mz,chefe mulaquela,Chefe Mulaquela,09,,-15.5602778,35.9891667
mz,chefe mulele,Chefe Mulele,06,,-16.3669444,39.2294444
mz,chefe muleva,Chefe Muleva,06,,-16.1488889,39.3280556
mz,chefe muleviva,Chefe Muleviva,09,,-16.115,37.6733333
mz,chefe mulhulhe,Chefe Mulhulhe,04,,-26.6758333,32.6169444
mz,chefe muliamo,Chefe Muliamo,01,,-13.4847222,39.1105556
mz,chefe mulicote,Chefe Mulicote,06,,-16.2272222,39.5886111
mz,chefe mulimia,Chefe Mulimia,09,,-16.2494444,37.1402778
mz,chefe mulipa,Chefe Mulipa,07,,-14.4541667,36.7913889
mz,chefe muloi,Chefe Muloi,09,,-16.7052778,37.2458333
mz,chefe muluanha,Chefe Muluanha,09,,-16.5505556,38.7425
mz,chefe mulumba,Chefe Mulumba,09,,-16.5355556,37.1047222
mz,chefe munamapo,Chefe Munamapo,09,,-17.0519444,38.3066667
mz,chefe munga,Chefe Munga,06,,-16.1844444,39.6586111
mz,chefe mungazi,Chefe Mungazi,02,,-23.18,32.895
mz,chefe mungoi,Chefe Mungoi,02,,-24.8825,34.1258333
mz,chefe munhaca,Chefe Munhaca,02,,-24.8052778,33.4955556
mz,chefe munhama,Chefe Munhama,07,,-14.3347222,36.2975
mz,chefe munhanhua,Chefe Munhanhua,09,,-16.2091667,37.3616667
mz,chefe munhenhere,Chefe Munhenhere,09,,-15.7902778,36.9022222
mz,chefe munhicuane,Chefe Munhicuane,03,,-24.4144444,34.8997222
mz,chefe munhoga,Chefe Munhoga,09,,-16.4225,37.6202778
mz,chefe munrria,Chefe Munrria,06,,-13.7463889,39.8055556
mz,chefe munua,Chefe Munua,06,,-16.4136111,39.555
mz,chefe muomoria,Chefe Muomoria,09,,-15.6430556,36.9680556
mz,chefe muoro,Chefe Muóro,09,,-16.3513889,37.6166667
mz,chefe mupata,Chefe Mupata,07,,-14.6758333,36.7036111
mz,chefe mupeia,Chefe Mupeia,09,,-16.5366667,37.5644444
mz,chefe mupina,Chefe Mupina,07,,-14.2669444,35.7469444
mz,chefe muponha,Chefe Muponha,06,,-16.7497222,39.2913889
mz,chefe muquela,Chefe Muquela,09,,-16.1783333,38.4630556
mz,chefe muquina,Chefe Muquina,06,,-13.7169444,39.8841667
mz,chefe muriiua,Chefe Muriiua,09,,-16.0177778,38.6075
mz,chefe muririma,Chefe Muririma,07,,-14.7141667,36.2163889
mz,chefe murrangala,Chefe Murrangala,09,,-15.8691667,36.0663889
mz,chefe murriane,Chefe Murriane,03,,-22.4366667,35.1416667
mz,chefe murrira,Chefe Murrira,07,,-14.4705556,36.8333333
mz,chefe murronha,Chefe Murronha,06,,-16.44,39.0783333
mz,chefe murruba,Chefe Murruba,09,,-16.9372222,38.89
mz,chefe murrucula,Chefe Murrucula,03,,-24.4627778,34.7925
mz,chefe murrula,Chefe Murrula,07,,-14.7344444,36.9269444
mz,chefe murrupalene,Chefe Murrupalene,09,,-16.6308333,38.7547222
mz,chefe mussa,Chefe Mussa,01,,-13.0569444,40.5244444
mz,chefe mussagula,Chefe Mussagula,09,,-15.1505556,36.7888889
mz,chefe mussaiela,Chefe Mussaiela,02,,-24.5316667,33.0891667
mz,chefe mussala,Chefe Mussala,07,,-14.6761111,36.7452778
mz,chefe mussama,Chefe Mussama,06,,-16.3611111,39.2436111
mz,chefe mussassanha,Chefe Mussassanha,06,,-16.5875,39.4261111
mz,chefe mussassuade,Chefe Mussassuade,06,,-16.0313889,39.94
mz,chefe mussengue,Chefe Mussengue,03,,-21.8866667,34.1866667
mz,chefe mussepeje,Chefe Mussepeje,07,,-14.5138889,36.9580556
mz,chefe mussongue,Chefe Mussongue,04,,-26.6936111,32.5763889
mz,chefe mussuali,Chefe Mussuali,09,,-16.8827778,38.4677778
mz,chefe mutacala,Chefe Mutacala,09,,-16.1347222,37.5661111
mz,chefe mutala,Chefe Mutala,06,,-16.4372222,39.3516667
mz,chefe mutarrua,Chefe Mutarrua,09,,-16.4911111,37.1672222
mz,chefe mutelomane,Chefe Mutelomane,09,,-15.6333333,36.4755556
mz,chefe mutequela,Chefe Mutequela,09,,-16.2144444,38.0238889
mz,chefe mutine,Chefe Mutine,02,,-24.8747222,33.2430556
mz,chefe mutiniua,Chefe Mutiniua,07,,-14.3247222,36.2758333
mz,chefe mutota,Chefe Mutota,03,,-24.8122222,34.5261111
mz,chefe mutuali,Chefe Mutuáli,06,,-14.9286111,36.9658333
mz,chefe mutupa,Chefe Mutupa,02,,-24.7980556,33.4602778
mz,chefe muvucusa,Chefe Muvucusa,04,,-26.4241667,32.8336111
mz, chefe muzamane, Chefe Muzamane,02,,-22.8158333,31.9580556
mz,chefe m. xavane,Chefe M. Xavane,04,,-26.1677778,32.8966667
mz,chefe nacalau,Chefe Nacalau,09,,-16.9575,38.2686111
mz,chefe nacari,Chefe Nacari,07,,-15.44,36.1769444
mz,chefe nachima,Chefe Nachima,09,,-15.1472222,36.9458333
mz,chefe nacia,Chefe Nacia,09,,-16.785,37.4627778
mz,chefe nacibo,Chefe Nacibo,01,,-13.0719444,39.9713889
mz,chefe nacoma,Chefe Nacoma,07,,-14.9402778,36.5780556
mz,chefe nacomo,Chefe Nacomo,01,,-13.8911111,38.6252778
mz,chefe nacuilimissa,Chefe Nacuilimissa,09,,-16.3130556,37.2116667
mz,chefe nacuna,Chefe Nacuna,07,,-15.3113889,35.8705556
mz,chefe nacupe,Chefe Nacupe,09,,-15.3430556,36.4319444
mz,chefe nafas,Chefe Nafás,01,,-13.7980556,39.4380556
mz,chefe nagasse,Chefe Nagasse,01,,-13.4825,39.7380556
mz,chefe nahera,Chefe Nahera,09,,-16.7516667,38.9144444
mz,chefe naiba,Chefe Naiba,09,,-17.0983333,38.3908333
mz,chefe naife,Chefe Naífe,01,,-13.485,39.8230556
mz,chefe naioto,Chefe Naioto,01,,-13.3355556,39.8533333
mz,chefe naipa,Chefe Naipa,07,,-14.2672222,36.9063889
mz,chefe naissima,Chefe Naissima,07,,-15.2791667,35.9852778
mz,chefe naite,Chefe Naíte,06,,-13.8066667,40.5827778
mz,chefe nalossa,Chefe Nalossa,09,,-16.2955556,37.4719444
mz,chefe namacala,Chefe Namacala,09,,-16.3638889,37.4216667
mz,chefe namacoma,Chefe Namacoma,07,,-14.7413889,36.6755556
mz,chefe namadoro,Chefe Namadoro,09,,-17.0891667,38.1302778
mz,chefe namaica,Chefe Namaica,09,,-16.1827778,38.3036111
mz,chefe namalumbe,Chefe Namalumbe,09,,-15.5866667,36.0102778
mz,chefe namanha,Chefe Namanha,07,,-14.7416667,36.73
mz,chefe namarrepa,Chefe Namarrepa,01,,-13.6044444,38.85
mz,chefe namarua,Chefe Namárua,09,,-15.725,36.7591667
mz,chefe namatupune,Chefe Namatupune,01,,-13.4222222,39.3230556
mz,chefe namauna,Chefe Namaúna,09,,-15.9869444,36.8730556
mz,chefe nambande,Chefe Nambande,07,,-15.3194444,35.9538889
mz,chefe nambane,Chefe Nambane,01,,-13.7558333,38.7741667
mz,chefe nambuarra,Chefe Nambuarra,07,,-14.2994444,36.9166667
mz,chefe namecanguasse,Chefe Namecanguasse,07,,-14.6941667,36.6775
mz,chefe namecumua,Chefe Namecúmua,09,,-15.7838889,36.2913889
mz,chefe namichala,Chefe Namichala,09,,-16.5527778,38.7922222
mz,chefe namicoio,Chefe Namicoio,07,,-14.105,35.8666667
mz,chefe namiconha,Chefe Namiconha,09,,-16.9580556,38.7877778
mz,chefe namigo,Chefe Namigo,09,,-16.0683333,38.1744444
mz,chefe namina,Chefe Namina,01,,-13.7233333,39.5008333
mz,chefe naminava,Chefe Naminava,09,,-17.1116667,38.1786111
mz,chefe naminha,Chefe Naminha,09,,-16.8675,38.8352778
mz,chefe naminhuco,Chefe Naminhuco,01,,-13.3930556,40.4461111
mz,chefe namione,Chefe Namione,01,,-13.3419444,39.9466667
mz,chefe namissao,Chefe Namissão,09,,-15.8175,35.8583333
mz,chefe nampepa,Chefe Nampepa,01,,-13.5377778,38.9788889
mz,chefe namppuruma,Chefe Namppuruma,09,,-15.7958333,35.9811111
mz,chefe nampuara,Chefe Nampuara,01,,-13.1255556,39.585
mz,chefe namuala,Chefe Namuala,07,,-14.0061111,35.9430556
mz,chefe namuaua,Chefe Namuaua,09,,-16.4252778,37.0844444
mz,chefe namuecue,Chefe Namuécuè,01,,-13.7569444,39.3488889
mz,chefe namuera,Chefe Namuera,09,,-17.2091667,38.0022222
mz,chefe namuine,Chefe Namuine,06,,-16.7091667,39.0602778
mz,chefe namurramue,Chefe Namurramue,09,,-16.2847222,37.6327778
mz,chefe namutaga,Chefe Namutaga,09,,-16.9586111,37.8519444
mz,chefe nanchapa,Chefe Nanchapa,07,,-15.0577778,36.1258333
mz,chefe nancoripa,Chefe Nancoripa,01,,-13.5461111,39.9272222
mz,chefe nancorro,Chefe Nancorro,09,,-16.3111111,37.5897222
mz,chefe nancuto,Chefe Nancuto,01,,-13.0825,39.8055556
mz,chefe nangune,Chefe Nangune,07,,-15.3677778,35.9188889
mz,chefe nanhoma,Chefe Nanhoma,01,,-13.2008333,40.3008333
mz,chefe nanivacha,Chefe Nanivacha,09,,-15.1908333,36.9141667
mz,chefe nanla,Chefe Nanla,09,,-16.2877778,37.3419444
mz,chefe nanquela,Chefe Nanquela,01,,-13.3344444,40.1111111
mz,chefe nanre,Chefe Nanre,06,,-16.1158333,39.5202778
mz,chefe nantala,Chefe Nantala,09,,-16.6716667,37.4072222
mz,chefe napacala,Chefe Napacala,09,,-16.05,38.0616667
mz,chefe napatene,Chefe Napatene,09,,-16.5177778,37.1488889
mz,chefe napato,Chefe Napato,09,,-16.3577778,37.0686111
mz,chefe napaua,Chefe Napaua,09,,-15.6083333,36.4480556
mz,chefe napiri,Chefe Napiri,06,,-16.3975,39.6897222
mz,chefe napita,Chefe Napita,01,,-13.4566667,39.4322222
mz,chefe napita,Chefe Napita,07,,-14.7588889,36.3172222
mz,chefe napitamuno,Chefe Napitamuno,06,,-13.8047222,39.9413889
mz,chefe napoxocola,Chefe Napoxocola,09,,-16.1069444,38.1313889
mz,chefe napuarara,Chefe Napuarara,07,,-15.2219444,36.5233333
mz,chefe napula,Chefe Napula,09,,-16.3161111,37.5688889
mz,chefe napurra,Chefe Napurra,06,,-16.3002778,39.0880556
mz,chefe naquereia,Chefe Naquereia,09,,-15.6058333,36.4252778
mz,chefe naquite,Chefe Naquite,06,,-16.3366667,39.7155556
mz,chefe nariva,Chefe Nariva,06,,-16.3791667,39.1036111
mz,chefe nassonge,Chefe Nassonge,07,,-14.1208333,35.945
mz,chefe natocua,Chefe Natocua,06,,-16.4102778,39.0752778
mz,chefe naucha,Chefe Naúcha,03,,-23.0586111,35.4897222
mz,chefe navare,Chefe Navare,09,,-16.1972222,37.3955556
mz,chefe nazarate,Chefe Nazarate,03,,-23.2794444,35.4538889
mz,chefe n cumabai,Chefe N Cumabai,01,,-13.075,39.8177778
mz,chefe nechacha,Chefe Nechacha,01,,-13.5913889,39.2133333
mz,chefe necule,Chefe Necule,01,,-13.3858333,39.8175
mz,chefe nehia,Chefe Nehia,09,,-15.6983333,36.3258333
mz,chefe nelaxe,Chefe Nelaxe,06,,-16.0511111,39.4744444
mz,chefe nemua,Chefe Nemua,06,,-16.5641667,39.0027778
mz,chefe nenguassuna,Chefe Nenguassuna,02,,-22.4769444,32.6225
mz,chefe neparula,Chefe Neparula,01,,-13.2397222,39.8638889
mz,chefe neruculo,Chefe Neruculo,09,,-16.9780556,38.5975
mz,chefe nesassa,Chefe Nesassa,09,,-15.4644444,36.1230556
mz,chefe nessarra,Chefe Nessarra,07,,-14.5975,36.9988889
mz,chefe netala,Chefe Netala,09,,-16.4097222,37.0161111
mz,chefe neuala,Chefe Neuala,09,,-16.2627778,37.0161111
mz,chefe neuela,Chefe Neuela,06,,-13.7236111,39.6977778
mz,chefe neve,Chefe Neve,03,,-24.5433333,34.6513889
mz,chefe nevogoro,Chefe Nevogoro,09,,-16.8208333,37.3908333
mz,chefe nhabombo,Chefe Nhabombo,03,,-24.2077778,35.1733333
mz,chefe nhachume,Chefe Nhachume,03,,-24.4786111,34.8922222
mz,chefe nhacoco,Chefe Nhacoco,02,,-24.8733333,33.9402778
mz,chefe nhacodue,Chefe Nhacóduè,03,,-24.7083333,34.7988889
mz,chefe nhacoongo,Chefe Nhacoongo,03,,-24.4947222,34.7516667
mz,chefe nhacuonga,Chefe Nhacuonga,03,,-24.6872222,34.5816667
mz,chefe nhaduco,Chefe Nhaduco,03,,-24.4516667,34.8991667
mz,chefe nhaducue,Chefe Nhaducue,03,,-24.0294444,34.8888889
mz,chefe nhamandane,Chefe Nhamandane,03,,-24.3580556,34.5030556
mz,chefe nhamasuca,Chefe Nhamasuca,03,,-24.2177778,35.3941667
mz,chefe nhamazana,Chefe Nhamazana,03,,-24.0913889,34.6861111
mz,chefe nhamazane,Chefe Nhamazane,03,,-21.3188889,34.3255556
mz,chefe nhambe,Chefe Nhambe,03,,-24.6355556,34.6697222
mz,chefe nhamongo,Chefe Nhamongo,03,,-24.1561111,35.1905556
mz,chefe nhampalela,Chefe Nhampalela,03,,-24.2986111,35.3091667
mz,chefe nhamuenda,Chefe Nhamuenda,03,,-24.2863889,34.8588889
mz,chefe nhamusse,Chefe Nhamusse,02,,-24.8533333,33.1105556
mz,chefe nhancale,Chefe Nhancale,02,,-24.8491667,34.0075
mz,chefe nhancuahe,Chefe Nhancuahe,03,,-24.475,34.8608333
mz,chefe nhangumbe,Chefe Nhangumbe,03,,-24.5155556,34.7269444
mz,chefe nhapalo,Chefe Nhapalo,03,,-24.3541667,35.24
mz,chefe nhapequene,Chefe Nhapequene,02,,-24.9527778,33.8886111
mz,chefe nhaquila,Chefe Nhaquila,03,,-24.2344444,35.2211111
mz,chefe nhassico,Chefe Nhassico,03,,-24.4966667,34.8469444
mz,chefe nhassita,Chefe Nhassita,03,,-24.36,35.1758333
mz,chefe nhatsembene,Chefe Nhatsembene,02,,-24.9752778,33.8725
mz,chefe nhatsitsi,Chefe Nhatsitsi,03,,-22.945,35.3755556
mz,chefe nhavuo,Chefe Nhavuo,03,,-23.2297222,35.2994444
mz,chefe nhazunde,Chefe Nhazunde,03,,-24.4322222,35.0011111
mz,chefe nhebo,Chefe Nhebo,01,,-13.8686111,39.1938889
mz,chefe nhocuene,Chefe Nhocuene,02,,-24.9697222,33.7691667
mz,chefe nhuane,Chefe Nhuane,03,,-21.2983333,34.3577778
mz,chefe nianlahai,Chefe Nianlahai,09,,-16.595,37.5630556
mz,chefe nibore,Chefe Nibore,09,,-16.5263889,37.0791667
mz,chefe nica,Chefe Nica,01,,-13.4769444,39.8191667
mz,chefe nicalala,Chefe Nicalala,01,,-13.3205556,39.6933333
mz,chefe nicanhaba,Chefe Nicanhaba,06,,-14.6980556,36.995
mz,chefe nicano,Chefe Nicano,01,,-13.8025,39.3866667
mz,chefe nicomo,Chefe Nicomo,07,,-14.3230556,36.2866667
mz,chefe niconhoa,Chefe Niconhoa,09,,-16.6352778,37.3516667
mz,chefe nicopolo,Chefe Nicopolo,07,,-15.1794444,36.0741667
mz,chefe nicua,Chefe Nicua,01,,-13.6455556,38.8627778
mz,chefe nicua,Chefe Nicua,06,,-16.4094444,39.1216667
mz,chefe nicuanta,Chefe Nicuanta,09,,-16.0419444,37.0916667
mz,chefe nicuara,Chefe Nicuara,01,,-13.9622222,39.0580556
mz,chefe nicuel,Chefe Nicuel,09,,-16.32,37.0583333
mz,chefe nicula,Chefe Nicula,09,,-16.0730556,37.1163889
mz,chefe nicuto,Chefe Nicuto,01,,-13.3163889,39.8169444
mz,chefe nicuva,Chefe Nicuva,09,,-15.7436111,36.2005556
mz,chefe nigodo,Chefe Nigodo,09,,-15.9844444,36.7858333
mz,chefe nigoeleua,Chefe Nigoeleua,01,,-13.2283333,39.8655556
mz,chefe nimalane,Chefe Nimalane,06,,-13.6761111,39.9266667
mz,chefe nimalela,Chefe Nimalela,06,,-16.1177778,39.2980556
mz,chefe nimara,Chefe Nimara,07,,-15.1627778,36.5286111
mz,chefe nimate,Chefe Nimate,06,,-16.1608333,39.4525
mz,chefe nipalaca,Chefe Nipalaca,09,,-16.5313889,37.6052778
mz,chefe nipecha,Chefe Nipecha,09,,-15.315,36.3472222
mz,chefe nipepe,Chefe Nipepe,07,,-13.9466667,38.1122222
mz,chefe nipuetemue,Chefe Nipuetemue,01,,-13.0891667,40.4352778
mz,chefe nipurro,Chefe Nipurro,07,,-14.4844444,36.3005556
mz,chefe niquezo,Chefe Niquezo,09,,-16.6297222,37.1777778
mz,chefe niquisse,Chefe Niquisse,03,,-21.9480556,35.2094444
mz,chefe nira,Chefe Nira,01,,-13.5616667,39.3008333
mz,chefe nitico,Chefe Nitico,09,,-15.8577778,36.3625
mz,chefe niuaua,Chefe Niuaua,01,,-13.6452778,38.8927778
mz,chefe niuco,Chefe Niúco,01,,-13.4666667,39.8744444
mz,chefe nivale,Chefe Nivale,09,,-15.4097222,36.3077778
mz,chefe nivava,Chefe Nivava,09,,-15.2683333,36.7963889
mz,chefe nivero,Chefe Nivero,01,,-13.0766667,39.9791667
mz,chefe nivinho,Chefe Nivinho,07,,-15.0438889,36.2413889
mz,chefe nivoquia,Chefe Nivoquia,07,,-15.1997222,36.0119444
mz,chefe nogoe,Chefe Nogoè,07,,-14.1594444,35.9319444
mz,chefe nonianane,Chefe Nonianane,06,,-13.7075,39.7533333
mz,chefe novara,Chefe Novara,09,,-16.3872222,37.0358333
mz,chefe nucueta,Chefe Nucueta,09,,-16.1691667,37.3997222
mz,chefe nuquela,Chefe Nuquela,06,,-13.5738889,40.0372222
mz,chefe ocule,Chefe Ocule,03,,-24.4544444,34.9563889
mz,chefe omacage,Chefe Omacage,01,,-13.4625,38.9013889
mz,chefe omala,Chefe Omala,01,,-13.3172222,40.1519444
mz,chefe omandariua,Chefe Omandariua,09,,-16.7786111,38.9911111
mz,chefe oscar,Chefe Oscar,01,,-13.0672222,40.385
mz,chefe ossofo,Chefe Ossofo,06,,-16.3780556,39.8672222
mz,chefe ossufo,Chefe Ossufo,06,,-16.5147222,39.3102778
mz,chefe otega,Chefe Otega,09,,-16.8044444,37.8769444
mz,chefe pacar,Chefe Pacar,09,,-16.1622222,37.7094444
mz,chefe paia,Chefe Paia,07,,-14.6655556,36.9933333
mz,chefe pai,Chefe Pai,03,,-22.8986111,35.3291667
mz,chefe pambarra,Chefe Pambarra,03,,-21.9491667,35.125
mz,chefe panamo,Chefe Panamo,01,,-13.4027778,39.1577778
mz,chefe pancaia,Chefe Pancaia,09,,-16.785,38.8369444
mz,chefe pande,Chefe Pande,03,,-21.3030556,34.9058333
mz,chefe pangai,Chefe Pangai,09,,-16.2072222,38.2938889
mz,chefe papadela,Chefe Papadela,09,,-16.4438889,37.0561111
mz,chefe papate,Chefe Papate,02,,-24.5833333,33.1708333
mz,chefe paquete,Chefe Paquete,01,,-13.3758333,40.0530556
mz,chefe patchera,Chefe Patchera,01,,-13.9630556,39.0097222
mz,chefe patela,Chefe Patela,09,,-16.7161111,37.3530556
mz,chefe patima,Chefe Patima,09,,-16.9494444,37.0586111
mz,chefe pauge,Chefe Pauge,07,,-14.525,36.855
mz,chefe paulo,Chefe Paulo,06,,-13.8644444,39.7166667
mz,chefe paunda,Chefe Paunda,03,,-21.3975,34.3055556
mz,chefe pavava,Chefe Pavava,02,,-24.4316667,33.1725
mz,chefe paxua,Chefe Paxua,09,,-16.1405556,38.3219444
mz,chefe pecule,Chefe Pecule,03,,-24.1591667,34.8658333
mz,chefe pedro,Chefe Pedro,09,,-16.0077778,38.3338889
mz,chefe pelo,Chefe Pelo,09,,-17.0472222,38.2347222
mz,chefe pemula,Chefe Pemula,09,,-15.5791667,35.8472222
mz,chefe pequenino,Chefe Pequenino,06,,-16.6347222,39.0322222
mz,chefe perevere,Chefe Perevere,01,,-13.4952778,38.9583333
mz,chefe petane,Chefe Petane,03,,-21.53,35.1677778
mz,chefe petula,Chefe Petula,02,,-22.3972222,32.1888889
mz,chefe pilale,Chefe Pilale,01,,-13.8588889,39.3205556
mz,chefe pilicue,Chefe Pilicué,09,,-16.0488889,38.4
mz,chefe pilima,Chefe Pilima,09,,-16.1483333,38.2372222
mz,chefe pilote,Chefe Pilote,01,,-13.4063889,39.7255556
mz,chefe pindo,Chefe Pindo,03,,-24.3791667,34.9719444
mz,chefe pinhane,Chefe Pinhane,02,,-24.9805556,33.3872222
mz,chefe pinho,Chefe Pinho,06,,-16.5361111,39.5938889
mz,chefe pinto,Chefe Pinto,04,,-26.2436111,32.8719444
mz,chefe pinto,Chefe Pinto,09,,-16.3402778,38.5577778
mz,chefe pitanha,Chefe Pitanha,06,,-16.4452778,39.1447222
mz,chefe piteria,Chefe Pitéria,06,,-13.9694444,39.1541667
mz,chefe pites,Chefe Pites,04,,-26.0413889,32.2433333
mz,chefe pofula,Chefe Pofula,03,,-24.0330556,34.9097222
mz,chefe polongue,Chefe Polongue,03,,-24.3033333,34.8919444
mz,chefe pomene,Chefe Pomene,03,,-22.9827778,35.5541667
mz,chefe pomulene,Chefe Pomulene,02,,-24.9494444,33.8219444
mz,chefe ponjuane,Chefe Ponjuane,02,,-24.5875,34.305
mz,chefe pope,Chefe Pope,02,,-24.785,33.9541667
mz,chefe porro,Chefe Porro,03,,-24.4288889,34.6297222
