gtingchi,Chingtingchi,01,,33.618611,116.431667
cn,hsinghuaying,Hsinghuaying,09,,34.774167,114.25
cn,hsingichen,Hsingichen,10,,38.3,115.016667
cn,hsingihsien,Hsingihsien,18,,25.05,104.983333
cn,hsingi,Hsingi,10,,38.3,115.016667
cn,hsingi,Hsingi,18,,25.05,104.983333
cn,hsingitsun,Hsingitsun,04,,31.961111,121.7575
cn,hsingjenchen,Hsingjenchen,04,,32.066247,120.937895
cn,hsingjenchen,Hsingjenchen,08,,47.183333,126.166667
cn,hsingjenhsien,Hsingjenhsien,18,,25.433333,105.233333
cn,hsingjen,Hsingjen,04,,32.066247,120.937895
cn,hsingjen,Hsingjen,08,,47.183333,126.166667
cn,hsingjen,Hsingjen,18,,25.433333,105.233333
cn,hsingjen,Hsingjen,32,,30.316785,107.193397
cn,hsingjenpao,Hsingjenpao,21,,36.936667,105.266111
cn,hsingjenpu,Hsingjenpu,10,,40.869722,115.843333
cn,hsingjenpu,Hsingjenpu,21,,36.936667,105.266111
cn,hsingkai,Hsingkai,08,,45.716667,132.033333
cn,hsingking,Hsingking,19,,41.721944,125.038333
cn,hsingkota,Hsingkota,24,,36.816667,111.433333
cn,hsingkou,Hsingkou,03,,26.33,115.3475
cn,hsingkou,Hsingkou,09,,34.45,114.8
cn,hsingkou,Hsingkou,12,,29.922525,115.302076
cn,hsingkoushih,Hsingkoushih,02,,29.084484,118.299841
cn,hsingku,Hsingku,04,,34.4,118.816667
cn,hsingkungyen,Hsingkungyen,24,,39.0075,111.195556
cn,hsinglang,Hsinglang,18,,25.473611,107.488056
cn,hsinglinchen,Hsinglinchen,26,,34.344183,107.990419
cn,hsinglingtsun,Hsinglingtsun,05,,42.447778,125.805833
cn,hsinglingtzu,Hsinglingtzu,24,,38.95,111.633333
cn,hsinglin,Hsinglin,07,,24.554177,118.035973
cn,hsinglin,Hsinglin,26,,34.344183,107.990419
cn,hsinglinping,Hsinglinping,24,,37.944444,112.072778
cn,hsingliuchi,Hsingliuchi,01,,33.05,115.716667
cn,hsingliu,Hsingliu,01,,33.05,115.716667
cn,hsinglungan,Hsinglungan,01,,31.233333,117.983333
cn,hsinglungchang,Hsinglungchang,11,,28.050833,109.85
cn,hsinglungchang,Hsinglungchang,18,,28.237222,106.448611
cn,hsinglungchang,Hsinglungchang,26,,32.551667,108.036944
cn,hsinglungchang,Hsinglungchang,32,,29.9358,105.382746
cn,hsinglungchengkuan,Hsinglungchengkuan,10,,40.420278,117.5075
cn,hsinglungchen,Hsinglungchen,04,,32.182222,119.846111
cn,hsinglungchen,Hsinglungchen,08,,46.731667,131.595278
cn,hsinglungchen,Hsinglungchen,20,,53.133333,120.65
cn,hsinglungchen,Hsinglungchen,21,,35.703791,105.809893
cn,hsinglungchentun,Hsinglungchentun,08,,46.731667,131.595278
cn,hsinglungchiao,Hsinglungchiao,04,,31.669722,120.788611
cn,hsinglungchieh,Hsinglungchieh,11,,28.806111,111.186667
cn,hsinglungchi,Hsinglungchi,01,,32.615833,118.653056
cn,hsinglungchi,Hsinglungchi,12,,32.047778,112.898611
cn,hsinglungchuang,Hsinglungchuang,06,,36.890833,100.999722
cn,hsinglungchuang,Hsinglungchuang,10,,39.666667,118.7
cn,hsinglunghsien,Hsinglunghsien,10,,40.420278,117.5075
cn,hsinglung,Hsinglung,01,,32.615833,118.653056
cn,hsinglung,Hsinglung,08,,46.731667,131.595278
cn,hsinglung,Hsinglung,09,,34.773889,114.509722
cn,hsinglung,Hsinglung,10,,40.420278,117.5075
cn,hsinglung,Hsinglung,12,,32.047778,112.898611
cn,hsinglung,Hsinglung,15,,34.413056,105.728889
cn,hsinglung,Hsinglung,18,,27.716667,107.545556
cn,hsinglung,Hsinglung,21,,35.703791,105.809893
cn,hsinglung,Hsinglung,25,,37.083333,116.783333
cn,hsinglung,Hsinglung,31,,18.736863,110.227823
cn,hsinglung,Hsinglung,32,,29.722186,104.577069
cn,hsinglung,Hsinglung,33,,29.908333,106.722778
cn,hsinglungkou,Hsinglungkou,08,,51.8,125.733333
cn,hsinglungkou,Hsinglungkou,19,,42.017778,119.741111
cn,hsinglungkou,Hsinglungkou,20,,42.433889,119.0225
cn,hsinglungpao,Hsinglungpao,19,,42.5,122.633333
cn,hsinglungpu,Hsinglungpu,08,,47.988611,124.152222
cn,hsinglungshan,Hsinglungshan,05,,43.956111,125.466111
cn,hsinglungshan,Hsinglungshan,19,,39.860833,123.809167
cn,hsinglungshanhsun,Hsinglungshanhsün,10,,40.420278,117.5075
cn,hsinglungshih,Hsinglungshih,31,,18.736863,110.227823
cn,hsinglungssu,Hsinglungssu,26,,32.647778,108.641667
cn,hsinglungtien,Hsinglungtien,12,,31.713654,113.610636
cn,hsinglungti,Hsinglungti,20,,42.935833,118.929167
cn,hsinglungtun,Hsinglungtun,05,,42.513056,128.300556
cn,hsinglungtun,Hsinglungtun,08,,50.666667,127.3
cn,hsinglungwa,Hsinglungwa,20,,42.288056,119.2175
cn,hsingmuchen,Hsingmuchen,10,,37.249444,114.815278
cn,hsingnanchuang,Hsingnanchuang,24,,35.183333,111.1
cn,hsingnan,Hsingnan,10,,38.7,115.683333
cn,hsingninghsien,Hsingninghsien,30,,24.144552,115.717307
cn,hsingning,Hsingning,11,,25.970479,113.245994
cn,hsingning,Hsingning,16,,23.568333,107.680556
cn,hsingning,Hsingning,30,,24.144552,115.717307
cn,hsingpa,Hsingpa,29,,23.375,103.308611
cn,hsingpinghsien,Hsingpinghsien,26,,34.3,108.486944
cn,hsingping,Hsingping,16,,24.483333,110.45
cn,hsingping,Hsingping,21,,35.841251,105.660307
cn,hsingping,Hsingping,26,,34.3,108.486944
cn,hsingpinghsu,Hsingpinghsu,16,,24.483333,110.45
cn,hsingshanchen,Hsingshanchen,08,,47.4,130.366667
cn,hsingshanchen,Hsingshanchen,18,,26.5,107.583333
cn,hsingshanchieh,Hsingshanchieh,08,,47.4,130.366667
cn,hsingshanhsien,Hsingshanhsien,12,,31.166667,110.85
cn,hsingshan,Hsingshan,08,,45.45,125.883333
cn,hsingshan,Hsingshan,09,,34.296389,113.664444
cn,hsingshan,Hsingshan,12,,31.166667,110.85
cn,hsingshankuan,Hsingshankuan,19,,40.95,121.083333
cn,hsingshihchen,Hsingshihchen,26,,34.932168,109.448745
cn,hsingshih,Hsingshih,26,,34.932168,109.448745
cn,hsingshu,Hsingshu,08,,45.933333,130.533333
cn,hsingshuling,Hsingshuling,10,,40.266667,118.616667
cn,hsingshunhsi,Hsingshunhsi,20,,41.265833,109.983889
cn,hsingshuping,Hsingshuping,24,,37.983333,112.133333
cn,hsingshutai,Hsingshutai,24,,39.183333,114.383333
cn,hsingshuti,Hsingshuti,02,,28.778611,120.937778
cn,hsingshutun,Hsingshutun,19,,39.27,122.151667
cn,hsingtachen,Hsingtachen,23,,30.869175,121.069582
cn,hsingta,Hsingta,23,,30.869175,121.069582
cn,hsingtaihsien,Hsingtaihsien,10,,37.063056,114.494167
cn,hsingtai,Hsingtai,10,,37.063056,114.494167
cn,hsingtai,Hsingtai,25,,35.900556,117.751944
cn,hsingtaishih,Hsingtaishih,10,,37.063056,114.494167
cn,hsingtangchengkuan,Hsingtangchengkuan,10,,38.434167,114.538889
cn,hsingtangchi,Hsingtangchi,01,,33.033333,115.3
cn,hsingtanghsien,Hsingtanghsien,10,,38.434167,114.538889
cn,hsingtang,Hsingtang,01,,33.033333,115.3
cn,hsingtang,Hsingtang,10,,38.434167,114.538889
cn,hsingtan,Hsingtan,30,,22.782341,113.15066
cn,hsingtanpu,Hsingtanpu,12,,29.716667,114.866667
cn,hsingtien,Hsingtien,07,,24.781219,118.611356
cn,hsingtien,Hsingtien,25,,36.7975,118.294444
cn,hsingtieni,Hsingtieni,07,,27.5,118.066667
cn,hsingtienmiao,Hsingtienmiao,04,,32.031111,118.440556
cn,hsingti,Hsingti,13,,41.224444,87.941111
cn,hsingtsunchi,Hsingtsunchi,25,,36.681111,120.923889
cn,hsingtsun,Hsingtsun,07,,27.637074,117.92495
cn,hsingtsun,Hsingtsun,24,,37.170278,112.256667
cn,hsingtsun,Hsingtsun,25,,36.681111,120.923889
cn,hsingtung,Hsingtung,04,,32.929131,120.214256
cn,hsingtung,Hsingtung,08,,47.833333,130.916667
cn,hsingtzufou,Hsingtzufou,30,,25.001382,112.554003
cn,hsingtzuhsien,Hsingtzuhsien,03,,29.446542,116.040678
cn,hsingtzu,Hsingtzu,03,,29.446542,116.040678
cn,hsingtzu,Hsingtzu,07,,23.793541,117.63772
cn,hsingtzu,Hsingtzu,30,,25.001382,112.554003
cn,hsingtzuhsu,Hsingtzuhsü,30,,25.001382,112.554003
cn,hsingtzupu,Hsingtzupu,11,,27.615556,112.2325
cn,hsingwangchuang,Hsingwangchuang,24,,37.975,111.691111
cn,hsingwenhsien,Hsingwenhsien,32,,28.30754,105.230751
cn,hsingwen,Hsingwen,32,,28.30754,105.230751
cn,hsingyang,Hsingyang,09,,34.787222,113.358056
cn,hsingyuanpu,Hsingyuanpu,09,,34.078889,113.636111
cn,hsingyu,Hsingyü,24,,35.659722,112.089444
cn,hsinhai,Hsinhai,10,,38.368333,117.351389
cn,hsinhailien,Hsinhailien,04,,34.599722,119.159444
cn,hsinhailienshih,Hsinhailienshih,04,,34.599722,119.159444
cn,hsinhaote,Hsinhaote,20,,44.020051,114.968065
cn,hsinheng,Hsinheng,30,,23.62695,116.279948
cn,hsinhenghsu,Hsinhenghsü,30,,23.62695,116.279948
cn,hsinhochengkuan,Hsinhochengkuan,10,,37.526111,115.243056
cn,hsinhochen,Hsinhochen,04,,32.005833,118.720278
cn,hsinhochen,Hsinhochen,13,,41.550278,82.616667
cn,hsinhochen,Hsinhochen,23,,31.583056,121.523611
cn,hsinhochuang,Hsinhochuang,01,,31.140209,118.766346
cn,hsinhohsien,Hsinhohsien,10,,37.526111,115.243056
cn,hsinho,Hsinho,01,,31.316667,117.916667
cn,hsinho,Hsinho,02,,28.480556,121.451389
cn,hsinho,Hsinho,05,,42.958902,128.412567
cn,hsinho,Hsinho,10,,37.526111,115.243056
cn,hsinho,Hsinho,13,,41.550278,82.616667
cn,hsinho,Hsinho,16,,22.566667,107.2275
cn,hsinho,Hsinho,25,,36.925,119.593056
cn,hsinho,Hsinho,28,,39.039722,117.621389
cn,hsinhokou,Hsinhokou,01,,31.316667,117.916667
cn,hsinhosocheng,Hsinhosocheng,02,,28.480556,121.451389
cn,hsinhotou,Hsinhotou,04,,33.316667,119.166667
cn,hsinhotung,Hsinhotung,05,,41.404167,128.133056
cn,hsinhsianghsien,Hsinhsianghsien,09,,35.187222,113.763889
cn,hsinhsiang,Hsinhsiang,02,,30.247835,122.301258
cn,hsinhsiang,Hsinhsiang,09,,35.187222,113.763889
cn,hsinhsiang,Hsinhsiang,30,,22.837242,116.09902
cn,hsinhsiangshih,Hsinhsiangshih,09,,35.308889,113.867222
cn,hsinhsiencheng,Hsinhsiencheng,24,,38.409167,112.733333
cn,hsinhsiencheng,Hsinhsiencheng,25,,36.241111,115.667222
cn,hsinhsienchen,Hsinhsienchen,10,,37.966667,117.116667
cn,hsinhsien,Hsinhsien,04,,34.666667,119.283333
cn,hsinhsien,Hsinhsien,07,,25.660278,119.052778
cn,hsinhsien,Hsinhsien,09,,31.620556,114.868333
cn,hsinhsien,Hsinhsien,10,,37.966667,117.116667
cn,hsinhsien,Hsinhsien,24,,38.409167,112.733333
cn,hsinhsien,Hsinhsien,25,,36.241111,115.667222
cn,hsin,Hsin,24,,38.409167,112.733333
cn,hsin,Hsin,25,,36.241111,115.667222
cn,hsinhsingchang,Hsinhsingchang,04,,33.45,120.066667
cn,hsinhsingchang,Hsinhsingchang,32,,31.049781,104.302216
cn,hsinhsingchen,Hsinhsingchen,24,,37.869722,113.469722
cn,hsinhsingchi,Hsinhsingchi,01,,33.702222,116.215278
cn,hsinhsinghsien,Hsinhsinghsien,30,,22.700144,112.224069
cn,hsinhsing,Hsinhsing,01,,30.083333,116.116667
cn,hsinhsing,Hsinhsing,04,,32.939167,119.834167
cn,hsinhsing,Hsinhsing,05,,42.793658,128.740523
cn,hsinhsing,Hsinhsing,10,,38.5575,115.633611
cn,hsinhsing,Hsinhsing,24,,34.7075,110.549444
cn,hsinhsing,Hsinhsing,25,,34.8,117.816667
cn,hsinhsing,Hsinhsing,26,,34.775556,108.885
cn,hsinhsing,Hsinhsing,29,,24.355,102.542222
cn,hsinhsing,Hsinhsing,30,,22.700144,112.224069
cn,hsinhsing,Hsinhsing,31,,19.510994,110.175972
cn,hsinhsingshih,Hsinhsingshih,31,,19.510994,110.175972
cn,hsinhsu,Hsinhsü,03,,26.906357,115.134372
cn,hsinhsu,Hsinhsü,07,,24.735832,118.253146
cn,hsinhsu,Hsinhsü,11,,25.8025,112.2675
cn,hsinhsu,Hsinhsü,16,,22.740833,110.231944
cn,hsinhsu,Hsinhsü,30,,22.86779,114.332072
cn,hsinhsu,Hsinhsü,31,,20.032778,110.411389
cn,hsinhuahsien,Hsinhuahsien,11,,27.742778,111.295556
cn,hsinhua,Hsinhua,11,,27.742778,111.295556
cn,hsinhua,Hsinhua,16,,24.65,106.566667
cn,hsinhuangchen,Hsinhuangchen,02,,30.621207,120.914864
cn,hsinhuang,Hsinhuang,02,,30.621207,120.914864
cn,hsinhuang,Hsinhuang,11,,27.373588,109.133763
cn,hsinhuangtungtsutzuchihhsien,Hsinhuangtungtsutzuchihhsien,11,,27.373588,109.133763
cn,hsinhuaso,Hsinhuaso,18,,26.414444,109.187778
cn,hsinhuatsun,Hsinhuatsun,15,,36.981944,103.129167
cn,hsinhuichiucheng,Hsinhuichiucheng,30,,22.455995,113.048197
cn,hsinhuihsien,Hsinhuihsien,30,,22.455995,113.048197
cn,hsinhui,Hsinhui,20,,42.283889,119.898333
cn,hsinhui,Hsinhui,30,,22.455995,113.048197
cn,hsinhuikuchih,Hsinhuikuchih,30,,22.455995,113.048197
cn,hsinhui old city,Hsinhui Old City,30,,22.455995,113.048197
cn,hsinichen,Hsinichen,20,,39.844167,108.734722
cn,hsinichen,Hsinichen,26,,34.569542,109.59966
cn,hsinichi,Hsinichi,20,,50.4,121.75
cn,hsinienpu,Hsinienpu,01,,31.316667,117.2
cn,hsinihsien,Hsinihsien,04,,34.375833,118.345
cn,hsini,Hsini,04,,34.375833,118.345
cn,hsini,Hsini,24,,37.551944,111.2825
cn,hsini,Hsini,26,,34.569542,109.59966
cn,hsini,Hsini,30,,22.373029,110.947456
cn,hsining hsien,Hsining Hsien,24,,36.478388,110.755224
cn,hsining,Hsining,06,,36.616667,101.766667
cn,hsining,Hsining,10,,40.110556,114.158889
cn,hsining,Hsining,32,,28.515407,103.609337
cn,hsiningpu,Hsiningpu,21,,37.366389,106.6875
cn,hsiningshih,Hsiningshih,06,,36.616667,101.766667
cn,hsinitsun,Hsinitsun,24,,37.551944,111.2825
cn,hsiniuchiao,Hsiniuchiao,16,,21.663889,108.737222
cn,hsiniuchieh,Hsiniuchieh,29,,24.95,100.05
cn,hsiniu,Hsiniu,03,,25.466667,114.883333
cn,hsiniu,Hsiniu,04,,31.413333,120.114722
cn,hsiniu,Hsiniu,30,,24.164187,113.110785
cn,hsiniuhsu,Hsiniuhsü,03,,25.466667,114.883333
cn,hsiniuhsu,Hsiniuhsü,30,,24.164187,113.110785
cn,hsiniutan,Hsiniutan,30,,24.164187,113.110785
cn,hsiniwusu,Hsiniwusu,20,,38.983333,105.35
cn,hsinjungchu,Hsinjungchu,24,,40.266667,113.15
cn,hsinjung,Hsinjung,24,,40.266667,113.15
cn,hsinjung,Hsinjung,31,,18.488774,108.82048
cn,hsinkaiho,Hsinkaiho,19,,41.316667,122.5
cn,hsinkaiho,Hsinkaiho,23,,31.583056,121.523611
cn,hsinkaikangchen,Hsinkaikangchen,23,,30.985692,121.864179
cn,hsinkaikang,Hsinkaikang,04,,31.909993,120.939728
cn,hsinkaikou,Hsinkaikou,10,,39.266667,118.916667
cn,hsinkailing,Hsinkailing,01,,31.136389,116.407222
cn,hsinkailing,Hsinkailing,08,,50.2,126.8
cn,hsinkaitang,Hsinkaitang,11,,29.248333,113.176111
cn,hsinkaitien,Hsinkaitien,02,,28.905278,120.953056
cn,hsinkaitun,Hsinkaitun,19,,39.997778,124.337222
cn,hsinkaitun,Hsinkaitun,28,,39.678889,117.190278
cn,hsinkangchen,Hsinkangchen,04,,31.849099,121.544618
cn,hsinkangchen,Hsinkangchen,11,,28.406944,112.795278
cn,hsinkang,Hsinkang,01,,31.186839,118.061395
cn,hsinkang,Hsinkang,04,,31.849099,121.544618
cn,hsinkang,Hsinkang,11,,28.406944,112.795278
cn,hsinkangli,Hsinkangli,05,,41.418611,127.700833
cn,hsinkanhsiencheng,Hsinkanhsiencheng,03,,27.760358,115.388502
cn,hsinkanhsien,Hsinkanhsien,03,,27.760358,115.388502
cn,hsinkan,Hsinkan,03,,27.760358,115.388502
cn,hsinkao,Hsinkao,24,,39.026069,112.961606
cn,hsinkaotsun,Hsinkaotsun,24,,39.026069,112.961606
cn,hsinken,Hsinken,13,,41.466667,88.766667
cn,hsinking,Hsinking,05,,43.88,125.322778
cn,hsinkoerh,Hsinkoerh,13,,41.466667,88.766667
cn,hsinkouchen,Hsinkouchen,01,,31.083333,117.95
cn,hsinkouchen,Hsinkouchen,24,,38.6025,112.733333
cn,hsinkou,Hsinkou,01,,31.083333,117.95
cn,hsinkou,Hsinkou,04,,33.766667,119.716667
cn,hsinkou,Hsinkou,07,,26.143611,117.531667
cn,hsinkou,Hsinkou,12,,30.131791,112.95292
cn,hsinkou,Hsinkou,24,,38.6025,112.733333
cn,hsinkoutsui,Hsinkoutsui,12,,30.131791,112.95292
cn,hsinkouyai,Hsinkouyai,19,,39.890833,124.126111
cn,hsinkuanchi,Hsinkuanchi,01,,33.616667,118.116667
cn,hsinkuangwu,Hsinkuangwu,24,,39.215976,112.791199
cn,hsinkuan,Hsinkuan,01,,33.616667,118.116667
cn,hsinkuochiaochen,Hsinkuochiaochen,04,,31.255,120.591667
cn,hsinkuopao,Hsinkuopao,26,,33.5,108.316667
cn,hsinle,Hsinle,10,,38.396111,114.786667
cn,hsinleitou,Hsinleitou,10,,37.969722,115.2075
cn,hsinlichieh,Hsinlichieh,16,,23.233333,111.183333
cn,hsinlichuangchen,Hsinlichuangchen,10,,39.257222,116.174722
cn,hsinlichuang,Hsinlichuang,10,,39.257222,116.174722
cn,hsinli,Hsinli,05,,44.683333,126.733333
cn,hsinli,Hsinli,10,,39.257222,116.174722
cn,hsinli,Hsinli,16,,22.606667,107.165556
cn,hsinlihsu,Hsinlihsü,16,,23.233333,111.183333
cn,hsinlingkou,Hsinlingkou,19,,41.625278,125.188889
cn,hsinlin,Hsinlin,01,,31.05,118.316667
cn,hsinlin,Hsinlin,08,,51.666667,124.4
cn,hsinlin,Hsinlin,20,,43.966667,118.05
cn,hsinlinpu,Hsinlinpu,01,,31.05,118.316667
cn,hsinlipao,Hsinlipao,05,,45.366667,122.433333
cn,hsinlipu,Hsinlipu,33,,30.316667,107.65
cn,hsinlitun,Hsinlitun,05,,44.683333,126.733333
cn,hsinlitun,Hsinlitun,08,,45.519167,132.768889
cn,hsinlitun,Hsinlitun,19,,42.006667,122.17
cn,hsinliu,Hsinliu,18,,26.612222,108.807778
cn,hsinlohsien,Hsinlohsien,10,,38.396111,114.786667
cn,hsinlo,Hsinlo,10,,38.396111,114.786667
cn,hsinloufan,Hsinloufan,24,,38.091796,111.807208
cn,hsinluhai,Hsinluhai,32,,31.783333,99
cn,hsinluho,Hsinluho,11,,27.505556,110.288889
cn,hsinlu,Hsinlu,02,,28.806111,120.825833
cn,hsinlungchen,Hsinlungchen,08,,46.433333,127.083333
cn,hsinlung,Hsinlung,07,,25.468056,119.7375
cn,hsinlung,Hsinlung,32,,30.941777,100.309584
cn,hsinlunghua,Hsinlunghua,23,,31.163056,121.453611
cn,hsinlungssu,Hsinlungssu,26,,32.647778,108.641667
cn,hsinluwan,Hsinluwan,02,,28.705101,119.2506
cn,hsinmachiao,Hsinmachiao,01,,33.178056,117.355
cn,hsinmiaochen,Hsinmiaochen,02,,30.760308,121.199729
cn,hsinmiaochen,Hsinmiaochen,33,,29.650833,107.046111
cn,hsinmiaochi,Hsinmiaochi,01,,32.716667,116.25
cn,hsinmiao,Hsinmiao,05,,45.283333,124.55
cn,hsinmiao,Hsinmiao,20,,45.716667,118.033333
cn,hsinmiao,Hsinmiao,26,,33.379722,111.001111
cn,hsinmiaotien,Hsinmiaotien,01,,32.716667,116.25
cn,hsinminchen,Hsinminchen,19,,41.990833,122.825278
cn,hsinminchen,Hsinminchen,26,,39.066667,110.716667
cn,hsinminchieh,Hsinminchieh,26,,35.777222,110.084167
cn,hsinminchuang,Hsinminchuang,24,,35.083333,110.4
cn,hsinminghsien,Hsinminghsien,20,,41.891389,113.992222
cn,hsinming,Hsinming,20,,41.891389,113.992222
cn,hsinmingting,Hsinmingting,19,,41.990833,122.825278
cn,hsinminhsien,Hsinminhsien,19,,41.990833,122.825278
cn,hsinmin,Hsinmin,08,,49.5,126.25
cn,hsinmin,Hsinmin,16,,22.098889,107.600833
cn,hsinmin,Hsinmin,19,,41.990833,122.825278
cn,hsinmin,Hsinmin,23,,31.338889,121.836111
cn,hsinmin,Hsinmin,24,,37.716667,111.333333
cn,hsinmin,Hsinmin,26,,35.127778,108.144722
cn,hsinmin,Hsinmin,32,,29.266667,102.666667
cn,hsinminpu,Hsinminpu,15,,39.9,97.833333
cn,hsinminshih,Hsinminshih,09,,33.079115,112.155599
cn,hsinmintsun,Hsinmintsun,20,,42.616667,120.216667
cn,hsinmintun,Hsinmintun,19,,41.637222,123.043056
cn,hsinmishan,Hsinmishan,08,,45.55,131.883333
cn,hsinmucheng,Hsinmucheng,19,,40.699698,122.907431
cn,hsinnanchuang,Hsinnanchuang,24,,35.183333,111.1
cn,hsinnan,Hsinnan,30,,23.154864,112.891608
cn,hsinnanshe,Hsinnanshe,26,,34.773199,109.111494
cn,hsinninganpao,Hsinninganpao,21,,37.494167,105.667222
cn,hsinninghsien,Hsinninghsien,11,,26.41796,110.800169
cn,hsinning,Hsinning,11,,26.41796,110.800169
cn,hsinning,Hsinning,16,,22.670796,107.889122
cn,hsinning,Hsinning,30,,22.251347,112.779904
cn,hsinning,Hsinning,32,,31.085147,107.865085
cn,hsinnungchen,Hsinnungchen,28,,38.906111,117.425
cn,hsinnung,Hsinnung,28,,38.906111,117.425
cn,hsinnungtun,Hsinnungtun,05,,42.79,130.314167
cn,hsinotsun,Hsinotsun,08,,49.166667,127.9
cn,hsinpachen,Hsinpachen,04,,32.267778,119.751667
cn,hsinpaerhhu,Hsinpaerhhu,20,,48.666667,116.833333
cn,hsinpaerhhutsochi,Hsinpaerhhutsochi,20,,48.25,118.2
cn,hsinpaerhhutsoichi,Hsinpaerhhutsoichi,20,,48.25,118.2
cn,hsinpaerhhuyuchi,Hsinpaerhhuyuchi,20,,48.666667,116.833333
cn,hsinpaerhhuyuichi,Hsinpaerhhuyuichi,20,,48.666667,116.833333
cn,hsinpa,Hsinpa,04,,32.267778,119.751667
cn,hsinpa,Hsinpa,14,,28.433333,92.45
cn,hsinpang,Hsinpang,23,,30.934673,121.061472
cn,hsinpaoan,Hsinpaoan,10,,40.431667,115.405278
cn,hsinpaocheng,Hsinpaocheng,15,,39.8,96.066667
cn,hsinpaochia,Hsinpaochia,10,,40.159444,114.544722
cn,hsinpao,Hsinpao,10,,40.159444,114.544722
cn,hsinpao,Hsinpao,24,,38.605004,111.939095
cn,hsinpaolaka,Hsinpaolaka,20,,42.2375,113.836389
cn,hsinpaoliko,Hsinpaoliko,20,,42.2375,113.836389
cn,hsinpaolikotung,Hsinpaolikotung,20,,48.8,118.8
cn,hsinpaotzu,Hsinpaotzu,26,,34.98599,108.086462
cn,hsinpeifeng,Hsinpeifeng,10,,38.316667,115.966667
cn,hsinpeitsun,Hsinpeitsun,24,,39.617553,113.529349
cn,hsinpeng,Hsinpeng,30,,22.19,111.58
cn,hsinpinchen,Hsinpinchen,19,,41.721944,125.038333
cn,hsinpingho,Hsinpingho,24,,40.656111,114.0775
cn,hsinpinghsien,Hsinpinghsien,29,,24.05027,102.000181
cn,hsinping,Hsinping,12,,30.897778,111.341667
cn,hsinping,Hsinping,13,,41.330556,86.257778
cn,hsinping,Hsinping,19,,41.721944,125.038333
cn,hsinping,Hsinping,29,,24.05027,102.000181
cn,hsinpingpao,Hsinpingpao,19,,41.721944,125.038333
cn,hsinpingpao,Hsinpingpao,24,,40.656111,114.0775
cn,hsinpingpu,Hsinpingpu,24,,40.656111,114.0775
cn,hsinpinhsien,Hsinpinhsien,19,,41.721944,125.038333
cn,hsinpin,Hsinpin,16,,23.25,108.816667
cn,hsinpin,Hsinpin,19,,41.721944,125.038333
cn,hsinpinpao,Hsinpinpao,19,,41.721944,125.038333
cn,hsinpo,Hsinpo,30,,21.65,110.9
cn,hsinpo,Hsinpo,31,,19.771652,110.365464
cn,hsinpotsun,Hsinpotsun,10,,42.316667,117.8
cn,hsinpotsun,Hsinpotsun,31,,18.585878,110.08735
cn,hsinpuchen,Hsinpuchen,04,,34.599722,119.159444
cn,hsinpuchia,Hsinpuchia,10,,40.159444,114.544722
cn,hsinpu,Hsinpu,02,,30.24367,121.364192
cn,hsinpu,Hsinpu,04,,34.599722,119.159444
cn,hsinpu,Hsinpu,07,,25.431944,119.114167
cn,hsinpu,Hsinpu,11,,27.182778,113.393889
cn,hsinpu,Hsinpu,15,,37.3,103.733333
cn,hsinpu,Hsinpu,18,,25.883333,105.416667
cn,hsinpu,Hsinpu,24,,38.605004,111.939095
cn,hsinpu,Hsinpu,26,,33.183611,107.848611
cn,hsinpu,Hsinpu,30,,24.518019,116.122278
cn,hsinpuhsu,Hsinpuhsu,30,,24.518019,116.122278
cn,hsinpukou,Hsinpukou,01,,31.285833,116.063611
cn,hsinputzu,Hsinputzu,26,,34.98599,108.086462
cn,hsinpuwan,Hsinpuwan,26,,33.1,106.45
cn,hsinpuyen,Hsinpuyen,02,,30.24367,121.364192
cn,hsinsanliuchi,Hsinsanliuchi,01,,32.166667,116.3
cn,hsinsanshihli,Hsinsanshihli,04,,32.134444,120.790556
cn,hsinsanwei,Hsinsanwei,04,,31.991944,120.074722
cn,hsinshao,Hsinshao,11,,27.308563,111.431859
cn,hsinshengchiang,Hsinshengchiang,04,,32.141367,120.545796
cn,hsinsheng,Hsinsheng,02,,30.799617,120.618737
cn,hsinsheng,Hsinsheng,05,,42.599473,126.878026
cn,hsinsheng,Hsinsheng,24,,34.841944,110.2975
cn,hsinsheng,Hsinsheng,32,,30.940852,105.065174
cn,hsinshengkang,Hsinshengkang,04,,32.141367,120.545796
cn,hsinshengtien,Hsinshengtien,25,,37.066667,116.033333
cn,hsinshihchen,Hsinshihchen,01,,31.576732,118.732945
cn,hsinshihchen,Hsinshihchen,02,,30.617376,120.284066
cn,hsinshihchen,Hsinshihchen,26,,34.572576,109.524705
cn,hsinshihchen,Hsinshihchen,32,,28.671411,103.84236
cn,hsinshihchieh,Hsinshihchieh,11,,26.608333,112.924444
cn,hsinshihchien,Hsinshihchien,11,,26.608333,112.924444
cn,hsinshihho,Hsinshihho,26,,36.233333,110.266667
cn,hsinshih,Hsinshih,01,,31.576732,118.732945
cn,hsinshih,Hsinshih,02,,30.617376,120.284066
cn,hsinshih,Hsinshih,04,,32.066667,120.066667
cn,hsinshih,Hsinshih,11,,26.608333,112.924444
cn,hsinshih,Hsinshih,23,,30.972778,121.664722
cn,hsinshih,Hsinshih,26,,32.532778,109.138056
cn,hsinshih,Hsinshih,32,,31.220777,104.18106
cn,hsinshihpa,Hsinshihpa,32,,28.970911,102.771265
