say,Segizsay,07,,50.416667,53.166667
lr,bondowalahun no. 1,Bondowalahun No. 1,05,,8.0955556,-10.2025
lr,bondowalahun no. 2,Bondowalahun No. 2,05,,8.0969444,-10.1963889
lr,bondowalahun number one,Bondowalahun Number One,05,,8.0955556,-10.2025
lr,bondowalahun number two,Bondowalahun Number Two,05,,8.0969444,-10.1963889
lr,bondowehn,Bondowehn,17,,6.2875,-10.4122222
lr,bondowehn vai town,Bondowehn Vai Town,17,,6.2833333,-10.4166667
lr,bondualahuh,Bondualahuh,05,,8.0955556,-10.2025
lr,bondualahun,Bondualahun,05,,8.0955556,-10.2025
lr,bondula,Bondula,14,,6.37,-10.6747222
lr,bone,Bone,11,,6.6,-9.2166667
lr,bonege,Bonege,09,,6.4777778,-8.8705556
lr,boney,Boney,09,,7.6852778,-8.6133333
lr,bonga,Bonga,15,,6.6,-10.95
lr,bongalo,Bongalo,01,,6.7,-9.7
lr,bongalu,Bongalu,11,,6.1,-9.9
lr,bongalu,Bongalu,18,,5.7780556,-9.2213889
lr,bongaplay,Bongaplay,09,,7.0111111,-8.3077778
lr,bongbabli,Bongbabli,11,,6.4,-9.6333333
lr,bongba,Bongba,05,,7.1491667,-10.6505556
lr,bong,Bong,01,,6.8016667,-10.3527778
lr,bong,Bong,11,,6.6180556,-9.1994444
lr,bong,Bong,13,,4.6913889,-7.6408333
lr,bonge,Bonge,01,,6.9733333,-9.5569444
lr,bongle,Bongle,09,,6.8205556,-8.5475
lr,bong mine community,Bong Mine Community,01,,6.8016667,-10.3527778
lr,bongobli,Bongobli,11,,6.2827778,-9.5925
lr,bongoja,Bongoja,12,,6.8013889,-11.1452778
lr,bongoma,Bongoma,05,,8.0822222,-10.4752778
lr,bongowin,Bongowin,11,,6.4833333,-10.2
lr,bong town,Bong Town,01,,6.8016667,-10.3527778
lr,bonguay,Bonguay,15,,6.5666667,-10.6
lr,bongwata,Bongwata,17,,6.7666667,-9.7833333
lr,bongwe 1,Bongwe 1,09,,7.1063889,-8.5213889
lr,bongwe 2,Bongwe 2,09,,7.12,-8.5022222
lr,bongwe,Bongwe,09,,6.8041667,-8.3958333
lr,bongwe ii,Bongwe II,09,,7.12,-8.5022222
lr,bongwe two,Bongwe Two,09,,7.12,-8.5022222
lr,bongwia,Bongwia,09,,6.9919444,-8.5977778
lr,bonia,Bonia,01,,6.6705556,-9.6969444
lr,bonibli,Bonibli,11,,5.8333333,-9.5333333
lr,boni,Boni,09,,7.6852778,-8.6133333
lr,boni,Boni,12,,6.8333333,-11.25
lr,bonike,Bonike,13,,4.6441667,-7.6825
lr,boni town,Boni Town,10,,5.4702778,-9.0338889
lr,bonja,Bonja,15,,6.8355556,-10.7916667
lr,bonjebli,Bonjebli,15,,6.4888889,-10.8527778
lr,bonju,Bonju,01,,7.2841667,-9.3111111
lr,bonkalo,Bonkalo,11,,6.0158333,-9.9577778
lr,bonla,Bonla,09,,7.5688889,-8.6744444
lr,bonnie town,Bonnie Town,18,,5.8355556,-9.6047222
lr,bonobli,Bonobli,15,,6.4833333,-10.8666667
lr,bono,Bono,11,,6.05,-10.1333333
lr,bonoke,Bonoke,13,,4.6441667,-7.6825
lr,bono town,Bono Town,15,,6.5613889,-10.7386111
lr,bonrite,Bonrite,14,,6.5166667,-10.7833333
lr,bonta,Bonta,01,,6.6511111,-9.2241667
lr,bontobli,Bontobli,11,,5.9,-9.55
lr,bonto,Bonto,15,,6.5666667,-10.85
lr,bonwehn,Bonwehn,11,,6.2444444,-9.9825
lr,bonwein,Bonwein,11,,6.0361111,-9.9722222
lr,bonwin,Bonwin,09,,7.1063889,-8.5213889
lr,bonya town,Bonya Town,15,,6.6602778,-10.7352778
lr,bony,Bony,11,,6.4,-9.3166667
lr,boogly,Boogly,15,,6.5925,-10.6197222
lr,boojobli,Boojobli,11,,5.7666667,-9.8666667
lr,boola bosou,Boola Bosou,08,,6.6833333,-10.6833333
lr,boomah,Boomah,11,,6.1,-10.0333333
lr,booten,Booten,14,,6.7394444,-10.4386111
lr,boo town,Boo Town,01,,6.7441667,-9.2575
lr,bootria,Bootria,11,,5.9333333,-9.7166667
lr,bopa,Bopa,09,,7.4,-8.7
lr,bople,Bople,09,,6.94,-8.6563889
lr,bopolu,Bopolu,01,,6.9230556,-10.3488889
lr,bopolu,Bopolu,15,,6.9047222,-10.7636111
lr,bopolu,Bopolu,21,,7.0666667,-10.4875
lr,bopora,Bopora,21,,7.0666667,-10.4875
lr,boporo,Boporo,21,,7.0666667,-10.4875
lr,boregba,Boregba,11,,6.0208333,-10.1488889
lr,borgbawein,Borgbawein,11,,6.4069444,-9.7072222
lr,borkey town,Borkey Town,11,,6.2113889,-10.2711111
lr,borla,Borla,09,,7.4055556,-8.8025
lr,borlorla,Borlorla,17,,6.5525,-10.2144444
lr,borobo,Borobo,13,,4.5833333,-7.7
lr,borplay,Borplay,09,,7.0111111,-8.3077778
lr,borpley,Borpley,09,,7.0111111,-8.3077778
lr,boryermah,Boryermah,01,,7.0008333,-9.8766667
lr,bosahn,Bosahn,11,,5.9666667,-9.6333333
lr,bosibli,Bosibli,11,,6.4666667,-9.55
lr,bosikobli,Bosikobli,11,,6.45,-9.55
lr,bosma town,Bosma Town,10,,5.4344444,-8.9841667
lr,bosolohn,Bosolohn,09,,7.2775,-8.6938889
lr,bosona,Bosona,09,,7.2775,-8.6938889
lr,bosono,Bosono,09,,7.2775,-8.6938889
lr,bosua,Bosua,09,,7.2608333,-8.9238889
lr,boswahn,Boswahn,11,,6.0833333,-9.7833333
lr,bota,Bota,01,,6.6,-9.4166667
lr,bota,Bota,15,,6.6536111,-11.0625
lr,botamba,Botamba,05,,8.3413889,-10.1236111
lr,botare,Botare,13,,4.95,-8.25
lr,botata,Botata,01,,6.6525,-9.3725
lr,botaveri,Botaveri,18,,6.0005556,-9.4055556
lr,botebli,Botebli,11,,6.1,-10.1666667
lr,botike,Botike,02,,5.2641667,-7.8147222
lr,botlu,Botlu,11,,6.2619444,-9.8775
lr,botohnwe,Botohnwe,09,,6.8358333,-8.5325
lr,botonwe,Botonwe,09,,6.8358333,-8.5325
lr,botopo,Botopo,01,,7.2505556,-9.4638889
lr,botosu,Botosu,05,,8.2,-9.75
lr,botota,Botota,01,,6.8166667,-10.3666667
lr,bo town,Bo Town,09,,7.1788889,-8.6213889
lr,bo town,Bo Town,18,,6.1180556,-9.3688889
lr,botoye,Botoye,12,,7.25,-11.0333333
lr,botuzo,Botuzo,02,,5.8094444,-7.8797222
lr,boubli,Boubli,11,,6.3666667,-9.5333333
lr,bou,Bou,01,,6.6666667,-9.5166667
lr,bou,Bou,09,,7.1788889,-8.6213889
lr,bou,Bou,15,,6.65,-10.8425
lr,boubou,Boubou,10,,5.05,-8.3833333
lr,boue,Boué,05,,7.905,-9.5894444
lr,bouh,Bouh,09,,7.1788889,-8.6213889
lr,bouma,Bouma,12,,6.8858333,-11.3111111
lr,bouma,Bouma,15,,6.65,-10.8425
lr,bouta,Bouta,11,,6.25,-9.7833333
lr,bowakam,Bowakam,11,,6.4275,-9.2730556
lr,bowama,Bowama,11,,6.2861111,-9.7922222
lr,bowane,Bowane,02,,6.0958333,-8.135
lr,bowata,Bowata,11,,6.2366667,-10.0288889
lr,bowa town,Bowa Town,18,,5.8697222,-9.3438889
lr,bowea,Bowea,05,,8.2013889,-9.5627778
lr,bowebli,Bowebli,11,,6.0,-9.9
lr,bowehn,Bowehn,11,,5.95,-9.6166667
lr,bowen,Bowen,05,,8.2013889,-9.5627778
lr,bowetlo,Bowetlo,11,,6.4647222,-10.1627778
lr,bowibli,Bowibli,11,,5.9344444,-9.745
lr,bowie,Bowie,11,,5.9344444,-9.745
lr,bowila,Bowila,12,,6.7819444,-11.2761111
lr,bowin,Bowin,17,,6.1897222,-10.4313889
lr,bowoima,Bowoima,12,,6.9666667,-11.3833333
lr,boya,Boya,05,,8.2730556,-10.31
lr,boyah,Boyah,18,,5.8752778,-9.6041667
lr,boy,Boy,02,,5.75,-8.4833333
lr,boye,Boye,11,,6.0144444,-10.0975
lr,boyee town,Boyee Town,10,,5.2352778,-8.8780556
lr,boyeta,Boyeta,01,,6.7666667,-9.7333333
lr,boye town,Boye Town,11,,6.4,-9.8666667
lr,boyi,Boyi,09,,7.0833333,-9.0666667
lr,boyju,Boyju,11,,5.95,-9.6833333
lr,boyokole,Boyokole,01,,7.05,-10.0
lr,boysen,Boysen,11,,5.5333333,-9.65
lr,boysen town,Boysen Town,11,,5.5333333,-9.65
lr,boyubli,Boyubli,11,,5.85,-9.9166667
lr,bozohnbli,Bozohnbli,11,,5.9166667,-9.5833333
lr,bozuno,Bozuno,09,,7.2775,-8.6938889
lr,brevia,Brevia,09,,6.5647222,-8.9947222
lr,brewersville,Brewersville,14,,6.4233333,-10.7838889
lr,brewerville,Brewerville,14,,6.4233333,-10.7838889
lr,bright farm (1),Bright Farm (1),17,,6.5041667,-10.3488889
lr,bright farm (2),Bright Farm (2),17,,6.5086111,-10.3316667
lr,bright farm one,Bright Farm One,17,,6.5041667,-10.3488889
lr,bright farm two,Bright Farm Two,17,,6.5086111,-10.3316667
lr,brogui,Brogui,09,,6.5961111,-9.0055556
lr,broko,Broko,18,,5.5338889,-9.4172222
lr,brooks-ta,Brooks-ta,01,,6.8383333,-10.0319444
lr,brownbli,Brownbli,11,,5.9461111,-9.9972222
lr,browns farm,Browns Farm,15,,6.7344444,-10.8636111
lr,brown town,Brown Town,01,,7.0363889,-9.58
lr,brown town,Brown Town,14,,6.5166667,-10.8
lr,brown town,Brown Town,17,,6.2763889,-10.3644444
lr,brubaka,Brubaka,10,,4.9980556,-8.8883333
lr,buaa,Buaa,09,,7.0833333,-8.9277778
lr,buabli,Buabli,11,,6.0,-9.9333333
lr,buabli,Buabli,18,,5.5272222,-9.5916667
lr,buabo,Buabo,02,,5.9244444,-7.7277778
lr,bua,Bua,05,,8.3166667,-10.25
lr,buai,Buai,09,,6.8644444,-8.955
lr,buaita,Buaita,09,,7.0155556,-8.8844444
lr,buani,Buani,11,,6.1833333,-9.8333333
lr,buapie,Buapie,09,,7.3266667,-8.6341667
lr,buatu,Buatu,02,,6.0505556,-8.8486111
lr,bubalo,Bubalo,12,,6.9069444,-11.3511111
lr,buba town,Buba Town,14,,6.5072222,-10.7536111
lr,bubita,Bubita,01,,7.1186111,-9.7802778
lr,bubli,Bubli,11,,6.0666667,-9.8666667
lr,bubon,Bubon,17,,6.2819444,-10.5636111
lr,bubui,Bubui,09,,7.3683333,-8.605
lr,buchanan,Buchanan,11,25864,5.8808333,-10.0466667
lr,buchanan camp,Buchanan Camp,17,,6.6,-10.2833333
lr,budi,Budi,16,,5.0722222,-8.375
lr,budima,Budima,05,,7.6991667,-9.6508333
lr,budu,Budu,01,,6.6525,-9.3725
lr,budu,Budu,11,,6.3330556,-9.9238889
lr,buduen town,Buduen Town,18,,5.9844444,-9.2827778
lr,buduta,Buduta,17,,6.5388889,-10.105
lr,bue,Bue,11,,6.0333333,-10.1166667
lr,bueple,Bueple,09,,7.25,-8.5833333
lr,buesahn,Buesahn,12,,7.1533333,-11.2627778
lr,bugata,Bugata,17,,6.7538889,-10.2952778
lr,bugbe,Bugbe,15,,6.9066667,-10.8786111
lr,buhe,Buhe,12,,7.2030556,-11.2477778
lr,bui,Bui,05,,7.905,-9.5894444
lr,buiela,Buiela,17,,6.6833333,-10.0513889
lr,buil town,Buil Town,11,,6.2,-10.2833333
lr,buindie,Buindie,09,,7.0736111,-8.9513889
lr,buinke,Buinke,13,,4.6441667,-7.6825
lr,bukehn,Bukehn,16,,4.7005556,-8.1613889
lr,bukopo,Bukopo,10,,4.8833333,-8.3333333
lr,bulabeg,Bulabeg,15,,6.5,-10.8333333
lr,bulata,Bulata,15,,6.7166667,-10.6333333
lr,buleya,Buleya,09,,7.0844444,-8.4569444
lr,bulgbo,Bulgbo,11,,6.0575,-9.6908333
lr,bull,Bull,11,,6.2,-10.2833333
lr,bulorkollen,Bulorkollen,17,,6.6911111,-10.155
lr,bulu,Bulu,12,,6.7416667,-11.2027778
lr,bulu,Bulu,13,,4.3666667,-7.65
lr,buluga,Buluga,05,,7.1713889,-10.0005556
lr,buluma,Buluma,12,,6.7308333,-11.1858333
lr,bulu town,Bulu Town,13,,4.3666667,-7.65
lr,buma,Buma,11,,6.1166667,-10.05
lr,bumboima,Bumboima,05,,6.9813889,-10.5233333
lr,bumbuma,Bumbuma,05,,6.9055556,-10.5808333
lr,bunabo,Bunabo,05,,8.0461111,-10.5066667
lr,bunadi,Bunadi,09,,7.0122222,-9.0719444
lr,bunadin,Bunadin,09,,7.0122222,-9.0719444
lr,bunai,Bunai,01,,7.05,-9.3166667
lr,bunbi,Bunbi,17,,6.3230556,-10.5783333
lr,bundiakoa,Bundiakoa,12,,7.1958333,-10.9091667
lr,bundimba,Bundimba,05,,8.0377778,-10.5497222
lr,bunga,Bunga,01,,6.7,-9.7
lr,bunio,Bunio,02,,6.1205556,-8.1430556
lr,buntin,Buntin,09,,7.0155556,-8.8844444
lr,buokra,Buokra,10,,4.9980556,-8.8883333
lr,buokrbh,Buokrbh,10,,4.9980556,-8.8875
lr,burnadi,Burnadi,09,,7.0122222,-9.0719444
lr,bushrod,Bushrod,14,,6.35,-10.7833333
lr,busi,Busi,09,,7.2608333,-8.9238889
lr,busu,Busu,05,,8.2644444,-9.6255556
lr,butadeputah,Butadeputah,09,,7.0536111,-8.3194444
lr,butaw,Butaw,10,,5.0941667,-9.1497222
lr,butawu,Butawu,10,,5.1875,-9.0444444
lr,butlo,Butlo,09,,6.8275,-8.3427778
lr,butloja,Butloja,11,,5.9333333,-9.7166667
lr,buto,Buto,10,,5.0941667,-9.1497222
lr,butria,Butria,11,,5.9333333,-9.7166667
lr,butro dya,Butro Dya,11,,5.9333333,-9.7166667
lr,butroja,Butroja,11,,5.9333333,-9.7166667
lr,butubli,Butubli,11,,6.6,-9.25
lr,buyebli,Buyebli,18,,5.8752778,-9.6041667
lr,buzi quarters,Buzi Quarters,14,,6.5,-10.65
lr,buzohn,Buzohn,09,,6.6422222,-8.4872222
lr,buzu,Buzu,05,,8.2644444,-9.6255556
lr,bwabli,Bwabli,11,,6.0333333,-10.2166667
lr,bwabli,Bwabli,18,,5.5272222,-9.5916667
lr,bwahese,Bwahese,11,,6.1,-9.7166667
lr,bwaitan,Bwaitan,09,,7.0155556,-8.8844444
lr,bwamabli,Bwamabli,11,,6.2727778,-9.8319444
lr,bwamon,Bwamon,11,,6.2861111,-9.7922222
lr,bwarbo,Bwarbo,02,,5.9244444,-7.7277778
lr,bwayboonah,Bwayboonah,09,,7.1711111,-8.4425
lr,bwea town,Bwea Town,11,,5.6977778,-9.8272222
lr,bweayato,Bweayato,17,,6.4666667,-10.4333333
lr,bwebwebli,Bwebwebli,11,,6.2666667,-9.7666667
lr,bwenibli,Bwenibli,11,,6.1333333,-8.7
lr,bwiata,Bwiata,17,,6.5263889,-9.9880556
lr,bwo camp,Bwo Camp,01,,6.75,-9.4
lr,bwota,Bwota,11,,6.4833333,-9.4166667
lr,byeela,Byeela,09,,7.4055556,-8.8025
lr,cahjie,Cahjie,09,,6.7036111,-9.0547222
lr,caine farm,Caine Farm,14,,6.3333333,-10.65
lr,caldwell,Caldwell,14,,6.3922222,-10.7341667
lr,camenga,Camenga,17,,6.5038889,-10.3311111
lr,camp alpha,Camp Alpha,05,,7.6280556,-10.7675
lr,camp jackson,Camp Jackson,01,,7.2622222,-9.3477778
lr,camp king,Camp King,13,,4.8302778,-7.9136111
lr,camp mechlin,Camp Mechlin,11,,6.1125,-10.0747222
lr,camp moritz,Camp Moritz,01,,6.8166667,-10.3833333
lr,camp number one,Camp Number One,17,,6.6586111,-10.1258333
lr,camp number three,Camp Number Three,17,,6.6386111,-10.1030556
lr,campo,Campo,10,,5.1927778,-8.5091667
lr,camp schieffellin,Camp Schieffellin,17,,6.2213889,-10.5377778
lr,camp waterfall,Camp Waterfall,01,,6.8111111,-10.3286111
lr,camrei,Camrei,17,,6.5063889,-10.3325
lr,canday,Canday,12,,6.9875,-11.3341667
lr,canga,Canga,11,,6.2,-9.65
lr,cannon,Cannon,15,,6.9752778,-10.7894444
lr,cannon hill town,Cannon Hill Town,15,,6.9752778,-10.7894444
lr,cape palmas,Cape Palmas,13,,4.375,-7.7169444
lr,careysburg,Careysburg,14,,6.4033333,-10.5486111
lr,carris,Carris,11,,6.2666667,-9.6833333
lr,carris town,Carris Town,11,,6.2666667,-9.6833333
lr,casa town,Casa Town,15,,6.5666667,-10.7666667
lr,cassava farm,Cassava Farm,09,,7.4902778,-8.6075
lr,cassel,Cassel,05,,7.0455556,-10.7597222
lr,cassell,Cassell,05,,7.0455556,-10.7597222
lr,cavalla (1),Cavalla (1),13,,4.3602778,-7.5916667
lr,cavalla (2),Cavalla (2),13,,4.3666667,-7.5833333
lr,cavalla (3),Cavalla (3),13,,4.35,-7.6
lr,cavalla,Cavalla,13,,4.9925,-7.8461111
lr,central camp,Central Camp,12,,7.3466667,-11.1319444
lr,cephas,Cephas,18,,5.4369444,-9.5622222
lr,cephas town,Cephas Town,18,,5.4369444,-9.5622222
lr,cesstos village,Cesstos Village,14,,6.2666667,-10.7333333
lr,ceyo,Ceyo,11,,6.3666667,-9.4666667
lr,chabeah,Chabeah,10,,5.5388889,-8.6219444
lr,chadabli,Chadabli,11,,5.6666667,-9.65
lr,chagboke,Chagboke,02,,4.9497222,-7.6652778
lr,chair,Chair,10,,5.1666667,-9.0666667
lr,chaleja,Chaleja,12,,6.95,-11.2
lr,chalke,Chalke,13,,4.8255556,-7.8294444
lr,changoma,Changoma,12,,6.7419444,-11.1791667
lr,chankali,Chankali,16,,4.6094444,-8.2927778
lr,charlesville (1),Charlesville (1),17,,6.2061111,-10.3747222
lr,charlesville (2),Charlesville (2),17,,6.2,-10.3833333
lr,charlesville (3),Charlesville (3),17,,6.2,-10.3833333
lr,charlesville (4),Charlesville (4),17,,6.2,-10.3833333
lr,charlesville (5),Charlesville (5),17,,6.2,-10.3833333
lr,charlesville (6),Charlesville (6),17,,6.1833333,-10.3833333
lr,charlesville,Charlesville,17,,6.2061111,-10.3747222
lr,charley goehn town,Charley Goehn Town,02,,6.2380556,-8.4572222
lr,charley zogeh,Charley Zogeh,11,,6.385,-9.6244444
lr,charlibli (1),Charlibli (1),18,,5.6616667,-9.6211111
lr,charlibli (2),Charlibli (2),11,,5.65,-9.5166667
lr,charlibli,Charlibli,11,,5.8666667,-9.6
lr,charlibli,Charlibli,18,,5.6616667,-9.6211111
lr,charliebli,Charliebli,11,,5.9925,-9.7755556
lr,charliebli,Charliebli,18,,5.9438889,-9.5472222
lr,charlie brownbli,Charlie Brownbli,11,,5.9461111,-9.9972222
lr,charlie,Charlie,11,,5.9925,-9.7755556
lr,charlie dana town,Charlie Dana Town,11,,6.5166667,-9.3666667
lr,charlie famobli,Charlie Famobli,11,,5.9166667,-9.7833333
lr,charlie farm,Charlie Farm,11,,5.9461111,-9.9972222
lr,charlie gusa town,Charlie Gusa Town,11,,6.3719444,-9.3833333
lr,charlieja,Charlieja,12,,6.95,-11.2
lr,charlie johnsonbli,Charlie Johnsonbli,11,,6.05,-9.8666667
lr,charlie johnson,Charlie Johnson,11,,6.05,-9.8666667
lr,charlie johnson town,Charlie Johnson Town,11,,6.0833333,-9.85
lr,charlie johnston,Charlie Johnston,11,,6.05,-9.8666667
lr,charlie poubli,Charlie Poubli,11,,6.0166667,-10.1333333
lr,charlie tambobli,Charlie Tambobli,11,,5.7166667,-9.55
lr,charlie town,Charlie Town,01,,6.5311111,-9.4761111
lr,charlie town,Charlie Town,08,,6.4833333,-10.85
lr,charlie vah town,Charlie Vah Town,11,,5.9155556,-10.005
lr,charlie wenbli,Charlie Wenbli,11,,5.9333333,-9.9833333
lr,chase town,Chase Town,14,,6.4333333,-10.7666667
lr,chawrue,Chawrue,10,,5.3833333,-8.8166667
lr,chayeebli,Chayeebli,02,,5.9602778,-8.8638889
lr,chebokehn,Chebokehn,02,,5.2088889,-8.3983333
lr,cheboken,Cheboken,02,,5.2688889,-8.0894444
lr,chechoke,Chechoke,10,,5.1333333,-8.8
lr,cheepoh,Cheepoh,02,,5.2641667,-7.8147222
lr,cheeseman town,Cheeseman Town,18,,5.6616667,-9.6211111
lr,chenbli,Chenbli,11,,5.5166667,-9.6
lr,chensiah,Chensiah,02,,6.1694444,-8.5761111
lr,chewreken,Chewreken,16,,4.9588889,-8.1594444
lr,cheyae,Cheyae,02,,5.9602778,-8.8638889
lr,chicharin,Chicharin,09,,7.1152778,-8.6491667
lr,chimo,Chimo,10,,5.4227778,-8.7497222
lr,chinakale,Chinakale,16,,4.6094444,-8.2927778
lr,chinakaleh,Chinakaleh,16,,4.6094444,-8.2927778
lr,chinikarle,Chinikarle,16,,4.6094444,-8.2927778
lr,chipi town,Chipi Town,11,,5.6333333,-9.7333333
lr,chiwleken,Chiwleken,16,,4.6977778,-8.0766667
lr,chom,Chom,10,,5.0475,-9.1147222
lr,chom town,Chom Town,10,,5.0475,-9.1147222
lr,chonlekehn,Chonlekehn,16,,4.9588889,-8.1594444
lr,chonwlekehn,Chonwlekehn,16,,4.9588889,-8.1594444
lr,chuante,Chuante,01,,7.1333333,-9.4666667
lr,chunkeyta,Chunkeyta,14,,6.6166667,-10.45
lr,chuwohnbli,Chuwohnbli,18,,5.8986111,-9.6266667
lr,cinta,Cinta,17,,6.5483333,-10.3366667
lr,cladihn,Cladihn,09,,6.6,-9.0833333
lr,clapwa,Clapwa,01,,6.6666667,-9.5
lr,clara town,Clara Town,14,,6.3333333,-10.8
lr,clark town,Clark Town,15,,6.6038889,-10.7141667
lr,clay ashland,Clay Ashland,14,,6.4225,-10.7247222
lr,clay,Clay,15,,6.6941667,-10.8744444
lr,clipper village,Clipper Village,17,,6.2486111,-10.3575
lr,cocoanut town,Cocoanut Town,13,,4.8338889,-7.9255556
lr,coconut farm,Coconut Farm,17,,6.185,-10.3558333
lr,coconut town,Coconut Town,13,,4.8338889,-7.9255556
lr,cocopa,Cocopa,09,,7.055,-8.8663889
lr,cofe bee,Cofe Bee,13,,4.5666667,-7.8
lr,coffeelo,Coffeelo,15,,6.5166667,-10.9333333
lr,coffia,Coffia,17,,6.2877778,-10.5744444
lr,coleman farm,Coleman Farm,05,,7.5436111,-9.5297222
lr,coleman town (1),Coleman Town (1),15,,6.8177778,-10.8127778
lr,coleman town (2),Coleman Town (2),15,,6.8238889,-10.8266667
lr,collinsville,Collinsville,16,,4.6527778,-8.0919444
lr,congo diamond,Congo Diamond,12,,7.0955556,-10.8416667
lr,congo town,Congo Town,12,,6.7741667,-11.2977778
lr,congo town,Congo Town,14,,6.2666667,-10.7333333
lr,conto,Conto,02,,5.7213889,-7.9225
lr,cooper camp,Cooper Camp,17,,6.5666667,-10.2833333
lr,cooper,Cooper,05,,7.7261111,-9.5894444
lr,cooper,Cooper,15,,6.65,-10.7
lr,cooper farm (1),Cooper Farm (1),14,,6.5011111,-10.385
lr,cooper farm (2),Cooper Farm (2),17,,6.55,-10.3
lr,cooper farm (3),Cooper Farm (3),17,,6.5833333,-10.3166667
lr,cooper farm (5),Cooper Farm (5),17,,6.65,-10.3666667
lr,cooper farm,Cooper Farm,11,,5.95,-10.0
lr,cooper farm,Cooper Farm,14,,6.3833333,-10.6333333
lr,coopers farm,Coopers Farm,09,,7.5694444,-8.5597222
lr,coopers farm,Coopers Farm,11,,5.95,-10.0
lr,coopers hill farm,Coopers Hill Farm,14,,6.25,-10.6833333
lr,coopers town,Coopers Town,11,,6.1666667,-10.2333333
lr,cooper town,Cooper Town,01,,6.6833333,-9.3333333
lr,cooper town,Cooper Town,05,,7.7261111,-9.5894444
lr,cotton tree,Cotton Tree,14,,6.35,-10.6166667
lr,cotton tree,Cotton Tree,17,,6.3055556,-10.3352778
lr,crandy town,Crandy Town,08,,6.5333333,-10.8333333
lr,crawford bli,Crawford Bli,15,,6.4888889,-10.8527778
lr,crawford,Crawford,15,,6.4888889,-10.8527778
lr,crayja,Crayja,14,,6.2244444,-10.6272222
lr,crosorville,Crosorville,14,,6.4522222,-10.6308333
lr,crown hill,Crown Hill,14,,6.3166667,-10.8
lr,crozierville,Crozierville,14,,6.4522222,-10.6308333
lr,crusoe,Crusoe,01,,6.5833333,-9.45
lr,crusoe town,Crusoe Town,01,,6.5833333,-9.45
lr,cuttington,Cuttington,11,,5.6166667,-9.7
lr,daabe town,Daabe Town,10,,4.9916667,-8.9638889
lr,daakoi,Daakoi,12,,7.1597222,-10.9622222
lr,daamui,Daamui,05,,7.2166667,-10.1
lr,daazu,Daazu,05,,8.3669444,-9.6313889
lr,dababli,Dababli,11,,5.7166667,-9.6333333
lr,dabapabli,Dabapabli,11,,6.0666667,-9.6333333
lr,dabebli,Dabebli,11,,5.9069444,-9.7369444
lr,dabibli,Dabibli,11,,6.3666667,-10.25
lr,dabli,Dabli,09,,6.9372222,-8.5466667
lr,dabli,Dabli,11,,5.85,-9.8833333
lr,dabu,Dabu,05,,7.9969444,-9.9530556
lr,daezon,Daezon,11,,6.1666667,-10.1833333
lr,dagabli,Dagabli,11,,5.8833333,-9.8333333
lr,dahn,Dahn,09,,6.9788889,-8.9186111
lr,dahn,Dahn,11,,5.9333333,-9.6333333
lr,dahnple,Dahnple,09,,6.9336111,-8.48
lr,dahnweta,Dahnweta,11,,6.2708333,-10.1944444
lr,dahtuken,Dahtuken,02,,5.1725,-8.17
lr,dahuma,Dahuma,05,,8.485,-10.2572222
lr,daila,Daila,09,,6.4755556,-8.7230556
lr,dakehn,Dakehn,02,,5.8141667,-7.5544444
lr,dakui,Dakui,11,,5.8666667,-9.7833333
lr,dala bassa,Dala Bassa,11,,6.0341667,-10.2161111
lr,dala camp,Dala Camp,17,,6.5569444,-10.3738889
lr,dala,Dala,09,,6.4913889,-8.8136111
lr,dalawe,Dalawe,09,,7.0111111,-8.3077778
lr,dale,Dale,02,,5.8833333,-7.7166667
lr,dalkehn,Dalkehn,02,,5.8141667,-7.5544444
lr,daloke,Daloke,13,,4.705,-7.7291667
lr,daloya,Daloya,17,,6.7255556,-10.1597222
lr,dalu,Dalu,02,,5.9625,-8.8794444
lr,daluse,Daluse,02,,5.9811111,-8.9113889
lr,dama,Dama,09,,6.5455556,-9.0622222
lr,dama,Dama,12,,6.6633333,-11.0630556
lr,damamu,Damamu,17,,6.6966667,-10.2730556
lr,dambala,Dambala,12,,7.1375,-11.2841667
lr,damballa,Damballa,12,,7.1375,-11.2841667
lr,damballah,Damballah,12,,7.1375,-11.2841667
lr,dambli,Dambli,09,,6.7888889,-8.3977778
lr,dambo,Dambo,05,,8.4275,-10.3672222
lr,dambu,Dambu,05,,7.9969444,-9.9530556
lr,damgbobli,Damgbobli,18,,5.6616667,-9.6211111
lr,damgboboli,Damgboboli,18,,5.6616667,-9.6211111
lr,damibli,Damibli,11,,6.2919444,-9.6727778
lr,damiibli,Damiibli,11,,6.2919444,-9.6727778
lr,damo,Damo,10,,5.5222222,-8.7644444
lr,damuel diggs,Damuel Diggs,11,,6.0213889,-10.0397222
lr,dana,Dana,11,,6.5166667,-9.3666667
lr,danadi,Danadi,08,,6.7833333,-10.5666667
lr,danbu,Danbu,05,,7.9969444,-9.9530556
lr,dandaboi,Dandaboi,11,,6.05,-10.2333333
lr,dandai,Dandai,12,,7.2333333,-11.15
lr,dan,Dan,09,,6.5455556,-9.0622222
lr,dandawailo,Dandawailo,14,,6.3666667,-10.7166667
lr,dandita,Dandita,01,,6.9488889,-9.7252778
lr,danedesa,Danedesa,02,,5.4127778,-7.8263889
lr,danenama,Danenama,01,,6.9577778,-10.0938889
lr,dangalahun,Dangalahun,05,,8.1333333,-10.35
